domain,article_type,source_domain_stage,country,vertical,product_guess,product_slug,pair_key,slug,url,reference_rec_url,reference_p1_url,reference_p1_slug,reference_pair_status,lastmod,image_urls,source_sitemap
utua.lv,REC,UTUA_P1,ee,emp,Citadele Personal Loan,citadele-personal-loan,ee-emp-citadele-personal-loan,ee-emp-citadele-personal-loan-p1,https://utua.lv/ee-emp-citadele-personal-loan-p1/,https://utua.lv/ee-emp-citadele-personal-loan-p1/,https://utua.lv/ee-emp-citadele-personal-loan-p2/,ee-emp-citadele-personal-loan-p2,REC+P1,2025-05-09T12:53:49+00:00,,https://utua.lv/post-sitemap3.xml
utua.lv,REC,UTUA_P1,ee,emp,Credit24 Loan To Renovate,credit24-loan-to-renovate,ee-emp-credit24-loan-to-renovate,ee-emp-credit24-loan-to-renovate-p1,https://utua.lv/ee-emp-credit24-loan-to-renovate-p1/,https://utua.lv/ee-emp-credit24-loan-to-renovate-p1/,https://utua.lv/ee-emp-credit24-loan-to-renovate-p2/,ee-emp-credit24-loan-to-renovate-p2,REC+P1,2025-06-06T23:30:59+00:00,,https://utua.lv/post-sitemap2.xml
utua.lv,REC,UTUA_P1,ee,emp,Credit24 Motorcycle Loan,credit24-motorcycle-loan,ee-emp-credit24-motorcycle-loan,ee-emp-credit24-motorcycle-loan-p1,https://utua.lv/ee-emp-credit24-motorcycle-loan-p1/,https://utua.lv/ee-emp-credit24-motorcycle-loan-p1/,https://utua.lv/ee-emp-credit24-motorcycle-loan-p2/,ee-emp-credit24-motorcycle-loan-p2,REC+P1,2025-06-07T00:06:11+00:00,,https://utua.lv/post-sitemap2.xml
utua.lv,REC,UTUA_P1,ee,emp,Credit24 Small Loan,credit24-small-loan,ee-emp-credit24-small-loan,ee-emp-credit24-small-loan-p1,https://utua.lv/ee-emp-credit24-small-loan-p1/,https://utua.lv/ee-emp-credit24-small-loan-p1/,https://utua.lv/ee-emp-credit24-small-loan-p2/,ee-emp-credit24-small-loan-p2,REC+P1,2025-06-07T00:29:32+00:00,,https://utua.lv/post-sitemap2.xml
utua.lv,REC,UTUA_P1,ee,emp,Esto Fast Loan,esto-fast-loan,ee-emp-esto-fast-loan,ee-emp-esto-fast-loan-p1,https://utua.lv/ee-emp-esto-fast-loan-p1/,https://utua.lv/ee-emp-esto-fast-loan-p1/,https://utua.lv/ee-emp-esto-fast-loan-p2/,ee-emp-esto-fast-loan-p2,REC+P1,2025-05-27T19:47:48+00:00,,https://utua.lv/post-sitemap2.xml
utua.lv,REC,UTUA_P1,ee,emp,Esto Renovation Loan,esto-renovation-loan,ee-emp-esto-renovation-loan,ee-emp-esto-renovation-loan-p1,https://utua.lv/ee-emp-esto-renovation-loan-p1/,https://utua.lv/ee-emp-esto-renovation-loan-p1/,https://utua.lv/ee-emp-esto-renovation-loan-p2/,ee-emp-esto-renovation-loan-p2,REC+P1,2025-05-29T22:43:22+00:00,,https://utua.lv/post-sitemap2.xml
utua.lv,REC,UTUA_P1,ee,emp,Esto Small Loan,esto-small-loan,ee-emp-esto-small-loan,ee-emp-esto-small-loan-p1,https://utua.lv/ee-emp-esto-small-loan-p1/,https://utua.lv/ee-emp-esto-small-loan-p1/,https://utua.lv/ee-emp-esto-small-loan-p2/,ee-emp-esto-small-loan-p2,REC+P1,2025-05-27T19:35:25+00:00,,https://utua.lv/post-sitemap2.xml
utua.lv,REC,UTUA_P1,ee,emp,Esto Vehicle,esto-vehicle,ee-emp-esto-vehicle,ee-emp-esto-vehicle-p1,https://utua.lv/ee-emp-esto-vehicle-p1/,https://utua.lv/ee-emp-esto-vehicle-p1/,https://utua.lv/ee-emp-esto-vehicle-p2/,ee-emp-esto-vehicle-p2,REC+P1,2025-05-29T22:51:23+00:00,,https://utua.lv/post-sitemap2.xml
utua.lv,REC,UTUA_P1,ee,emp,Holm Bank Car Loan,holm-bank-car-loan,ee-emp-holm-bank-car-loan,ee-emp-holm-bank-car-loan-p1,https://utua.lv/ee-emp-holm-bank-car-loan-p1/,https://utua.lv/ee-emp-holm-bank-car-loan-p1/,https://utua.lv/ee-emp-holm-bank-car-loan-p2/,ee-emp-holm-bank-car-loan-p2,REC+P1,2025-04-29T14:43:37+00:00,,https://utua.lv/post-sitemap4.xml
utua.lv,REC,UTUA_P1,ee,emp,Holm Bank Consumer Loan,holm-bank-consumer-loan,ee-emp-holm-bank-consumer-loan,ee-emp-holm-bank-consumer-loan-p1,https://utua.lv/ee-emp-holm-bank-consumer-loan-p1/,https://utua.lv/ee-emp-holm-bank-consumer-loan-p1/,https://utua.lv/ee-emp-holm-bank-consumer-loan-p2/,ee-emp-holm-bank-consumer-loan-p2,REC+P1,2025-05-12T19:31:40+00:00,,https://utua.lv/post-sitemap3.xml
