campaign_id,old_campaign_name,adset_id,old_adset_name,ad_id,old_ad_name,creative_id,old_creative_name,format,thumbnail_url,text_sample,object_type,video_ids,image_hashes,spend_3d,MO_3d,CPMO_3d
120249012625520604,Elena Santana - ES - ESP - (pg_22091) - 12,120249012625890604,Conjunto 01 - VÍDEOS,120249012625660604,Ad - 2,1701698437712930,{{product.name}} 2026-06-19-97bdf81b0eb5d2e380ed06410b64b47f,VID,https://scontent-lga3-1.xx.fbcdn.net/v/t15.5256-10/721348360_4542078662704726_3770361300680237516_n.jpg?_nc_cat=110&ccb=1-7&_nc_ohc=1lzbfq0fPuMQ7kNvwGntzc4&_nc_oc=AdpEF3TIOgoLGrQdL0SOkKGDtJ031U_v29oxI-CnKyFKlQxyAC5qixfz0iWeQLsAhGU&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-lga3-1.xx&_nc_gid=0jV-7484RsS8cM3DBD-neg&_nc_ss=7a22e&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=5fad0e&_nc_sid=58080a&oh=00_Af_HVCGZ25bTheHbK8fqvmjvSGVk5nL_rPp-riWW99D6Kw&oe=6A3B65B4,TARJETA DE CRÉDITO DISPONIBLE ✅ | ⭐️⭐️⭐️⭐️⭐️,SHARE,"1007174798364318,1313781910468925",,0,0,
120249012625520604,Elena Santana - ES - ESP - (pg_22091) - 12,120249012625890604,Conjunto 01 - VÍDEOS,120249012626250604,Ad - 3,27801597669481420,{{product.name}} 2026-06-19-b72c17d6e17b7688313f25bc080843c0,VID,https://scontent-lga3-2.xx.fbcdn.net/v/t15.5256-10/715650235_1530166178492243_8675354081048739694_n.jpg?_nc_cat=100&ccb=1-7&_nc_ohc=u2tm8YKqAwkQ7kNvwGDYOVv&_nc_oc=AdrR3OFI-CimjtpcIFJUVdx8w0KoqpCXspiXRUXvF_zSu_OEvXm_Gwy9ZoIXHvMd11c&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-lga3-2.xx&_nc_gid=0jV-7484RsS8cM3DBD-neg&_nc_ss=7a22e&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=5fad0e&_nc_sid=58080a&oh=00_Af9t0uFdIzsQbc4Wj1nRcwSWmaa7_WzJj-JSaMXIhrF6rw&oe=6A3B649F,TARJETA DE CRÉDITO DISPONIBLE ✅ | ⭐️⭐️⭐️⭐️⭐️,SHARE,"1879371402740757,995321469967907",,0,0,
120249012625450604,Elena Santana - ES - ESP - (pg_22091) - 13,120249012625650604,Conjunto 01 - VÍDEOS,120249012626020604,Ad - 1,1245561760837911,{{product.name}} 2026-06-19-08f88c3c59a3c66269151bec5a9539b6,VID,https://scontent-lga3-2.xx.fbcdn.net/v/t15.5256-10/721465989_1844314766529158_6360267753799162557_n.jpg?_nc_cat=101&ccb=1-7&_nc_ohc=sZ3N_HL7BMwQ7kNvwFw0zVK&_nc_oc=AdrCk9BSgWFtmVZj3J_ZtWjpN5kNPzDE4Pz7cxuXty3l_eP1uL8Bxyq-nLIyz7VcGW4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-lga3-2.xx&_nc_gid=0jV-7484RsS8cM3DBD-neg&_nc_ss=7a22e&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=5fad0e&_nc_sid=58080a&oh=00_Af818g-viLCIwpMz1B_Y6CtRO911SRTbsurjlTZgUT5X3g&oe=6A3B6528,TARJETA DE CRÉDITO DISPONIBLE ✅ | ⭐️⭐️⭐️⭐️⭐️,SHARE,"1792238128617684,2123488604861612",,0,0,
120249012625450604,Elena Santana - ES - ESP - (pg_22091) - 13,120249012625650604,Conjunto 01 - VÍDEOS,120249012625690604,Ad - 2,3045432145814101,{{product.name}} 2026-06-19-115994b44ba2fa3b4660672a88269daa,VID,https://scontent-lga3-1.xx.fbcdn.net/v/t15.5256-10/721348360_4542078662704726_3770361300680237516_n.jpg?_nc_cat=110&ccb=1-7&_nc_ohc=1lzbfq0fPuMQ7kNvwGntzc4&_nc_oc=AdpEF3TIOgoLGrQdL0SOkKGDtJ031U_v29oxI-CnKyFKlQxyAC5qixfz0iWeQLsAhGU&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-lga3-1.xx&_nc_gid=0jV-7484RsS8cM3DBD-neg&_nc_ss=7a22e&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=5fad0e&_nc_sid=58080a&oh=00_Af_HVCGZ25bTheHbK8fqvmjvSGVk5nL_rPp-riWW99D6Kw&oe=6A3B65B4,TARJETA DE CRÉDITO DISPONIBLE ✅ | ⭐️⭐️⭐️⭐️⭐️,SHARE,"1557640342623962,1957206574929341",,0,0,
120249012625450604,Elena Santana - ES - ESP - (pg_22091) - 13,120249012625650604,Conjunto 01 - VÍDEOS,120249012626280604,Ad - 3,1727897391560981,{{product.name}} 2026-06-19-1a9877bc2cea3d725e3614a7f968c07a,VID,https://scontent-lga3-2.xx.fbcdn.net/v/t15.5256-10/715650235_1530166178492243_8675354081048739694_n.jpg?_nc_cat=100&ccb=1-7&_nc_ohc=u2tm8YKqAwkQ7kNvwGDYOVv&_nc_oc=AdrR3OFI-CimjtpcIFJUVdx8w0KoqpCXspiXRUXvF_zSu_OEvXm_Gwy9ZoIXHvMd11c&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-lga3-2.xx&_nc_gid=0jV-7484RsS8cM3DBD-neg&_nc_ss=7a22e&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=5fad0e&_nc_sid=58080a&oh=00_Af9t0uFdIzsQbc4Wj1nRcwSWmaa7_WzJj-JSaMXIhrF6rw&oe=6A3B649F,TARJETA DE CRÉDITO DISPONIBLE ✅ | ⭐️⭐️⭐️⭐️⭐️,SHARE,"993635346749277,1440601864494372",,0,0,
120249012625490604,Elena Santana - ES - ESP - (pg_22091) - 14,120249012625880604,Conjunto 01 - VÍDEOS,120249012626050604,Ad - 1,4527476997576225,{{product.name}} 2026-06-19-501191827a0e26ce78f4de009cd84a3c,VID,https://scontent-lga3-2.xx.fbcdn.net/v/t15.5256-10/721465989_1844314766529158_6360267753799162557_n.jpg?_nc_cat=101&ccb=1-7&_nc_ohc=sZ3N_HL7BMwQ7kNvwFw0zVK&_nc_oc=AdrCk9BSgWFtmVZj3J_ZtWjpN5kNPzDE4Pz7cxuXty3l_eP1uL8Bxyq-nLIyz7VcGW4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-lga3-2.xx&_nc_gid=0jV-7484RsS8cM3DBD-neg&_nc_ss=7a22e&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=5fad0e&_nc_sid=58080a&oh=00_Af818g-viLCIwpMz1B_Y6CtRO911SRTbsurjlTZgUT5X3g&oe=6A3B6528,TARJETA DE CRÉDITO DISPONIBLE ✅ | ⭐️⭐️⭐️⭐️⭐️,SHARE,"982315098025737,1010494221953736",,0,0,
120249012625490604,Elena Santana - ES - ESP - (pg_22091) - 14,120249012625880604,Conjunto 01 - VÍDEOS,120249012625680604,Ad - 2,880230041791242,{{product.name}} 2026-06-19-e47d6ada442a8ac36beb43cc72935aa9,VID,https://scontent-lga3-1.xx.fbcdn.net/v/t15.5256-10/721348360_4542078662704726_3770361300680237516_n.jpg?_nc_cat=110&ccb=1-7&_nc_ohc=1lzbfq0fPuMQ7kNvwGntzc4&_nc_oc=AdpEF3TIOgoLGrQdL0SOkKGDtJ031U_v29oxI-CnKyFKlQxyAC5qixfz0iWeQLsAhGU&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-lga3-1.xx&_nc_gid=0jV-7484RsS8cM3DBD-neg&_nc_ss=7a22e&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=5fad0e&_nc_sid=58080a&oh=00_Af_HVCGZ25bTheHbK8fqvmjvSGVk5nL_rPp-riWW99D6Kw&oe=6A3B65B4,TARJETA DE CRÉDITO DISPONIBLE ✅ | ⭐️⭐️⭐️⭐️⭐️,SHARE,"1694984765048572,999170582820163",,0,0,
120249012625490604,Elena Santana - ES - ESP - (pg_22091) - 14,120249012625880604,Conjunto 01 - VÍDEOS,120249012626270604,Ad - 3,1311223531073749,{{product.name}} 2026-06-19-7eb4deae9f548f64facb16c4268e0b5d,VID,https://scontent-lga3-2.xx.fbcdn.net/v/t15.5256-10/715650235_1530166178492243_8675354081048739694_n.jpg?_nc_cat=100&ccb=1-7&_nc_ohc=u2tm8YKqAwkQ7kNvwGDYOVv&_nc_oc=AdrR3OFI-CimjtpcIFJUVdx8w0KoqpCXspiXRUXvF_zSu_OEvXm_Gwy9ZoIXHvMd11c&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-lga3-2.xx&_nc_gid=0jV-7484RsS8cM3DBD-neg&_nc_ss=7a22e&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=5fad0e&_nc_sid=58080a&oh=00_Af9t0uFdIzsQbc4Wj1nRcwSWmaa7_WzJj-JSaMXIhrF6rw&oe=6A3B649F,TARJETA DE CRÉDITO DISPONIBLE ✅ | ⭐️⭐️⭐️⭐️⭐️,SHARE,"2015352239371348,1385067510108449",,0,0,
120249012625460604,Elena Santana - ES - ESP - (pg_22091) - 15,120249012625860604,Conjunto 01 - VÍDEOS,120249012626000604,Ad - 1,1312511971086906,{{product.name}} 2026-06-19-54b9620036653cbe3275b46f0765eab0,VID,https://scontent-lga3-2.xx.fbcdn.net/v/t15.5256-10/721465989_1844314766529158_6360267753799162557_n.jpg?_nc_cat=101&ccb=1-7&_nc_ohc=sZ3N_HL7BMwQ7kNvwFw0zVK&_nc_oc=AdrCk9BSgWFtmVZj3J_ZtWjpN5kNPzDE4Pz7cxuXty3l_eP1uL8Bxyq-nLIyz7VcGW4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-lga3-2.xx&_nc_gid=0jV-7484RsS8cM3DBD-neg&_nc_ss=7a22e&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=5fad0e&_nc_sid=58080a&oh=00_Af818g-viLCIwpMz1B_Y6CtRO911SRTbsurjlTZgUT5X3g&oe=6A3B6528,TARJETA DE CRÉDITO DISPONIBLE ✅ | ⭐️⭐️⭐️⭐️⭐️,SHARE,"2452103311979558,993431533435634",,0,0,
120249012625460604,Elena Santana - ES - ESP - (pg_22091) - 15,120249012625860604,Conjunto 01 - VÍDEOS,120249012625670604,Ad - 2,989630050648271,{{product.name}} 2026-06-19-d77163fbe458fcf25fa828aad94250a1,VID,https://scontent-lga3-1.xx.fbcdn.net/v/t15.5256-10/721348360_4542078662704726_3770361300680237516_n.jpg?_nc_cat=110&ccb=1-7&_nc_ohc=1lzbfq0fPuMQ7kNvwGntzc4&_nc_oc=AdpEF3TIOgoLGrQdL0SOkKGDtJ031U_v29oxI-CnKyFKlQxyAC5qixfz0iWeQLsAhGU&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-lga3-1.xx&_nc_gid=0jV-7484RsS8cM3DBD-neg&_nc_ss=7a22e&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=5fad0e&_nc_sid=58080a&oh=00_Af_HVCGZ25bTheHbK8fqvmjvSGVk5nL_rPp-riWW99D6Kw&oe=6A3B65B4,TARJETA DE CRÉDITO DISPONIBLE ✅ | ⭐️⭐️⭐️⭐️⭐️,SHARE,"2095601708008540,1326799332208773",,0,0,
120249012625460604,Elena Santana - ES - ESP - (pg_22091) - 15,120249012625860604,Conjunto 01 - VÍDEOS,120249012626260604,Ad - 3,940007799070164,{{product.name}} 2026-06-19-b73a83ed821bf8667042104e30f6f036,VID,https://scontent-lga3-2.xx.fbcdn.net/v/t15.5256-10/715650235_1530166178492243_8675354081048739694_n.jpg?_nc_cat=100&ccb=1-7&_nc_ohc=u2tm8YKqAwkQ7kNvwGDYOVv&_nc_oc=AdrR3OFI-CimjtpcIFJUVdx8w0KoqpCXspiXRUXvF_zSu_OEvXm_Gwy9ZoIXHvMd11c&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-lga3-2.xx&_nc_gid=0jV-7484RsS8cM3DBD-neg&_nc_ss=7a22e&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=5fad0e&_nc_sid=58080a&oh=00_Af9t0uFdIzsQbc4Wj1nRcwSWmaa7_WzJj-JSaMXIhrF6rw&oe=6A3B649F,TARJETA DE CRÉDITO DISPONIBLE ✅ | ⭐️⭐️⭐️⭐️⭐️,SHARE,"1513362270282729,1923655161680403",,0,0,
120249012625500604,Elena Santana - ES - ESP - (pg_22091) - 16,120249012625950604,Conjunto 01 - VÍDEOS,120249012626030604,Ad - 1,2959164027619720,{{product.name}} 2026-06-19-b4caafd5eee3ffb7a2314ea5642ee033,VID,https://scontent-lga3-2.xx.fbcdn.net/v/t15.5256-10/721465989_1844314766529158_6360267753799162557_n.jpg?_nc_cat=101&ccb=1-7&_nc_ohc=sZ3N_HL7BMwQ7kNvwFw0zVK&_nc_oc=AdrCk9BSgWFtmVZj3J_ZtWjpN5kNPzDE4Pz7cxuXty3l_eP1uL8Bxyq-nLIyz7VcGW4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-lga3-2.xx&_nc_gid=0jV-7484RsS8cM3DBD-neg&_nc_ss=7a22e&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=5fad0e&_nc_sid=58080a&oh=00_Af818g-viLCIwpMz1B_Y6CtRO911SRTbsurjlTZgUT5X3g&oe=6A3B6528,TARJETA DE CRÉDITO DISPONIBLE ✅ | ⭐️⭐️⭐️⭐️⭐️,SHARE,"27394369563536135,1045299764728419",,0,0,
120249012625500604,Elena Santana - ES - ESP - (pg_22091) - 16,120249012625950604,Conjunto 01 - VÍDEOS,120249012625630604,Ad - 2,4229947007149220,{{product.name}} 2026-06-19-68e69d07e86c7b3ba68c031a74d33396,VID,https://scontent-lga3-1.xx.fbcdn.net/v/t15.5256-10/721348360_4542078662704726_3770361300680237516_n.jpg?_nc_cat=110&ccb=1-7&_nc_ohc=1lzbfq0fPuMQ7kNvwGntzc4&_nc_oc=AdpEF3TIOgoLGrQdL0SOkKGDtJ031U_v29oxI-CnKyFKlQxyAC5qixfz0iWeQLsAhGU&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-lga3-1.xx&_nc_gid=0jV-7484RsS8cM3DBD-neg&_nc_ss=7a22e&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=5fad0e&_nc_sid=58080a&oh=00_Af_HVCGZ25bTheHbK8fqvmjvSGVk5nL_rPp-riWW99D6Kw&oe=6A3B65B4,TARJETA DE CRÉDITO DISPONIBLE ✅ | ⭐️⭐️⭐️⭐️⭐️,SHARE,"1704681340773454,1669233794150960",,0,0,
