source_drive_id,source_relative_path,current_filename,destination_filename,destination_folder,format,country,language,angle,p_orient,source_bucket,md5_checksum,queue_action,drive_write_status,queue_id
12Hy_2H1S0hP194eKW3y4ZnhM7LO0jr4R,UPLOAD_CANVAS/TESTE_NOMENCLATURA_ARES_6_CRIATIVOS/CC_MX_ES_IMG_LIMITE_ALTO_NH_001.png,CC_MX_ES_IMG_LIMITE_ALTO_NH_001.png,CC_MX_ES_IMG_LIMITE_ALTO_NH_001.png,MGS-CRIATIVOS/CC_MX_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,MX,ES,LIMITE_ALTO,NH,visual_review_promoted,d54ff5f70c46d10cb9e1fd7456742b77,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,6f6ed8709cd4bd08
1gPylRNO_OQj87i7H_quiMWlz9YymWwsI,UPLOAD_CANVAS/TESTE_NOMENCLATURA_ARES_6_CRIATIVOS/CC_US_EN_IMG_RECOMPENSAS_NV_001.png,CC_US_EN_IMG_RECOMPENSAS_NV_001.png,CC_US_EN_IMG_RECOMPENSAS_NV_001.png,MGS-CRIATIVOS/CC_US_EN/IMG/STORY/EN/01_READY_CANDIDATE,IMG,US,EN,RECOMPENSAS,NV,visual_review_promoted,8240233b41625244dc2152cd340df475,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,0294bb5cf6504b7e
1abEwBKBwKhx2k15OLC8qipwSTyLDq8sa,UPLOAD_CANVAS/TESTE_NOMENCLATURA_ARES_6_CRIATIVOS/CC_US_ES_IMG_APROBACION_PH_001.png,CC_US_ES_IMG_APROBACION_PH_001.png,CC_US_ES_IMG_APROBACION_PH_001.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,PH,visual_review_promoted,18f786bb7b6ae2b94170c708d8d93960,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,24701485891e55c6
1EC53AY-BIXBObLXz8Od4RaBAJW42TrCb,UPLOAD_CANVAS/cartao de credito/imagens/feed/01 - Feed espanhol__DAHI_-XEf1Q.png,01 - Feed espanhol__DAHI_-XEf1Q.png,CC_US_ES_IMG_APROBACION_NH_001.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NH,visual_review_promoted,27474d634b3645ad64d0c551db5d94bd,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,9791501b7745139b
1c6DKo7dex53dxk_3HJr1XiF7DvIpYgaU,UPLOAD_CANVAS/cartao de credito/imagens/feed/01 - IMG - FEED__DAG-42U8ZLY.png,01 - IMG - FEED__DAG-42U8ZLY.png,CC_US_ES_IMG_APROBACION_PH_002.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,PH,visual_review_promoted,c49711f41ff8bb422c961da5885cb1d6,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,2db217dab5b8321d
1QfGjMK4OfxPtDuP0si9h7hZlB3wbnbIh,UPLOAD_CANVAS/cartao de credito/imagens/feed/01 INGLES - FD.png,01 INGLES - FD.png,CC_US_EN_IMG_APROBACION_NH_001.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NH,visual_review_promoted,36eaf4919b8865ecf9ddce37a416b99e,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,31318231672f8af2
15LvIiykgcRVvMj8msxCcs0EoZUfRewAX,UPLOAD_CANVAS/cartao de credito/imagens/feed/1-feed.png,1-feed.png,CC_US_ES_IMG_LIMITE_ALTO_NH_001.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,LIMITE_ALTO,NH,visual_review_promoted,5940845415b8e72212db5bd67b0e2138,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,1469c60aa1b1eaf6
17DURcLxK12gAO1FLoKlHg5zFvmfeQ4xz,UPLOAD_CANVAS/cartao de credito/imagens/feed/02 INGLES - FD.png,02 INGLES - FD.png,CC_US_EN_IMG_APROBACION_NH_002.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NH,visual_review_promoted,b4ae64d27285213a004cb26d09aec618,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,1c5fb9179491eca4
1rpKghCSkeBeQU8MtnCk_oIF-ulaUJU4U,UPLOAD_CANVAS/cartao de credito/imagens/feed/2-feed.png,2-feed.png,CC_US_ES_IMG_APROBACION_NH_010.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NH,visual_review_promoted,2be2f83de43e15eb3de0d6b26b7a768a,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,72c8ffc18ede416d
1GBzRZsIzvRhXoAFvRQKrn3PZt0iudtwd,UPLOAD_CANVAS/cartao de credito/imagens/feed/2.png,2.png,CC_MX_ES_IMG_LIMITE_ALTO_NH_002.png,MGS-CRIATIVOS/CC_MX_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,MX,ES,LIMITE_ALTO,NH,visual_review_promoted,f0d45b34bbde4452222e9edf538a4aa4,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,ba2654e6d864f644
1HWbXURJXMmNCibQ9Ly3D8v-FEhPB_3QR,UPLOAD_CANVAS/cartao de credito/imagens/feed/03 - Feed espanhol__DAHJAEeBVkY.png,03 - Feed espanhol__DAHJAEeBVkY.png,CC_US_ES_IMG_APROBACION_NH_002.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NH,visual_review_promoted,b50ba42003cddd7bcdc1a5bb0fa5fd9d,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,f5da24ae6054105b
1jGZeaRPQNpTPFqYTLTyN0KIwgqQVL22v,UPLOAD_CANVAS/cartao de credito/imagens/feed/03 - Feed Ingles__DAGS_eXRxtg.png,03 - Feed Ingles__DAGS_eXRxtg.png,CC_US_EN_IMG_LIMITE_ALTO_PH_001.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,LIMITE_ALTO,PH,visual_review_promoted,3aeb0df028c44713aa4ec502424ec700,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,065c4ebc36302fd5
1Y-7wszsm_CJ12MNal3GDiFYTa9FxW2wh,UPLOAD_CANVAS/cartao de credito/imagens/feed/03 INGLES - FD.png,03 INGLES - FD.png,CC_US_EN_IMG_APROBACION_NH_003.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NH,visual_review_promoted,d4f32ed0adbcae212c31e981fff5a501,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,59dcc407393b8f05
1MpnTPJUeHEzjoOwIOUjTdmvwhgbBKj7h,UPLOAD_CANVAS/cartao de credito/imagens/feed/03-criativonovo-feed.png,03-criativonovo-feed.png,CC_US_ES_IMG_APROBACION_NH_003.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NH,visual_review_promoted,052c6f59864aca207439b0f4969678be,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,d63f0be95b133f4e
10qqrhWZfxy2mhoKys__8fWizWHF-X7Qg,UPLOAD_CANVAS/cartao de credito/imagens/feed/3-feed.png,3-feed.png,CC_US_ES_IMG_LIMITE_ALTO_NV_001.png,MGS-CRIATIVOS/CC_US_ES/IMG/STORY/ES/01_READY_CANDIDATE,IMG,US,ES,LIMITE_ALTO,NV,visual_review_promoted,13fc29afe07752fd9871d27930e12d64,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,d033a1eeab45d046
1NBBgxwFXQXrIEdCZvcrKGe_pfJXMYIbX,UPLOAD_CANVAS/cartao de credito/imagens/feed/3.png,3.png,CC_MX_ES_IMG_LIMITE_ALTO_NH_003.png,MGS-CRIATIVOS/CC_MX_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,MX,ES,LIMITE_ALTO,NH,visual_review_promoted,965733ff86d5d2fe6b2907d6f292d650,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,4c97b2b48361e0c4
1Eg4hBKZvH4WFFs-H7sufJtVYVahOZdt_,UPLOAD_CANVAS/cartao de credito/imagens/feed/04 - Feed Ingles__DAGS_fR-1sI.png,04 - Feed Ingles__DAGS_fR-1sI.png,CC_US_EN_IMG_LIMITE_ALTO_PH_002.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,LIMITE_ALTO,PH,visual_review_promoted,d27424ded79ebedc9a6f382e33b5a66e,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,9ca428811c7a9665
1kowIUy0SGtcZdophx6oQVcsFPRSZSo6E,UPLOAD_CANVAS/cartao de credito/imagens/feed/4.png,4.png,CC_US_ES_IMG_LIMITE_ALTO_NH_002.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,LIMITE_ALTO,NH,visual_review_promoted,d3f2932907297dd76c70f1420d66a635,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,c035e5f919dda71a
1IyalTotR4pvzBKIUEVKF9S9lvMpAL3Gl,UPLOAD_CANVAS/cartao de credito/imagens/feed/05 - Feed espanhol__DAHJAHVWoPE.png,05 - Feed espanhol__DAHJAHVWoPE.png,CC_US_ES_IMG_APROBACION_NH_004.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NH,visual_review_promoted,ad18d6f415a3d53d2baf19b9f8c31538,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,7bb41da836aea62a
1vDfheAOAhczlAfw1LDjR_dl9BgHxS2Bw,UPLOAD_CANVAS/cartao de credito/imagens/feed/05 - Feed Ingles__DAGS_bKcPSg.png,05 - Feed Ingles__DAGS_bKcPSg.png,CC_US_EN_IMG_LIMITE_ALTO_PH_003.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,LIMITE_ALTO,PH,visual_review_promoted,1be8bc0af3c84548d4500c4430c2a6c4,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,3dd464c1a2a750c4
1LcRnZYIYWzjEEtqcnqSB7afS0ITA-uB0,UPLOAD_CANVAS/cartao de credito/imagens/feed/05-criativonovo-feed.png,05-criativonovo-feed.png,CC_US_ES_IMG_APROBACION_NH_005.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NH,visual_review_promoted,403a5bbbe9f8019906e77d5c6099958d,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,1342a7a766d94bd1
1N_4BsW7hVJ_jR4rQcnXk2O9X-BVNxtEt,UPLOAD_CANVAS/cartao de credito/imagens/feed/5-feed.png,5-feed.png,CC_US_ES_IMG_APROBACION_NH_019.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NH,visual_review_promoted,bbf0a9b97f7c10f0950ad4432fce230e,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,160e7044caf0a7ab
1nnzUwGLvXk3A-LMVF3hLlCmNnbNxiRrj,UPLOAD_CANVAS/cartao de credito/imagens/feed/06-criativonovo-feed.png,06-criativonovo-feed.png,CC_US_ES_IMG_APROBACION_NH_006.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NH,visual_review_promoted,90865f373887efbf66b7fc5a582d7623,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,43f7407a52a38f41
1imC2or9DgE26aAZzRnBOupbR8A5-Hnr8,UPLOAD_CANVAS/cartao de credito/imagens/feed/08 - Feed ingles__DAGVqdXP8jI.png,08 - Feed ingles__DAGVqdXP8jI.png,CC_US_EN_IMG_LIMITE_ALTO_NH_001.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,LIMITE_ALTO,NH,visual_review_promoted,b46e7b3d6e3a62c90a1fc8f23143836a,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,245130576f5c946a
1JnnBMeaTBJolIlqNEsuiQWvxWk8u9m0L,UPLOAD_CANVAS/cartao de credito/imagens/feed/09 - Feed alemanha__DAGSc0eVkGQ.png,09 - Feed alemanha__DAGSc0eVkGQ.png,CC_DE_DE_IMG_LIMITE_ALTO_PH_001.png,MGS-CRIATIVOS/CC_DE_DE/IMG/FEED/DE/01_READY_CANDIDATE,IMG,DE,DE,LIMITE_ALTO,PH,visual_review_promoted,9fda3a1b8f0dc8afe2787d469708a8a9,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,da873b4f03e311e8
1VIoMBO06NyHteN-Pjon313VBf_si-VPC,UPLOAD_CANVAS/cartao de credito/imagens/feed/09 - Feed ingles__DAGVqU2gobM.png,09 - Feed ingles__DAGVqU2gobM.png,CC_US_EN_IMG_LIMITE_ALTO_NH_002.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,LIMITE_ALTO,NH,visual_review_promoted,e0055c267a78bfcd0e9080bf6cd14d4b,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,e734ae150c9402e3
1p2y-wfaPAIzOxvV-BN33e-aL0sMfvd2k,UPLOAD_CANVAS/cartao de credito/imagens/feed/10 - Feed alemanha__DAGS7LDcKpg.png,10 - Feed alemanha__DAGS7LDcKpg.png,CC_DE_DE_IMG_LIMITE_ALTO_PH_002.png,MGS-CRIATIVOS/CC_DE_DE/IMG/FEED/DE/01_READY_CANDIDATE,IMG,DE,DE,LIMITE_ALTO,PH,visual_review_promoted,ba7bdfd4f035d0dba119742033df0cbe,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,23e1310fc81041b2
1f9sWR4dAIuMbDohnprtFrCZmm5ooifB1,UPLOAD_CANVAS/cartao de credito/imagens/feed/10 - Feed ingles__DAGVqflee04.png,10 - Feed ingles__DAGVqflee04.png,CC_US_EN_IMG_APROBACION_NH_004.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NH,visual_review_promoted,4272cda46c40d0cef56184b8d2f04867,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,6cb57a70dd479162
1NgBzP5trKVew-2Ly1mwVrOFcfqm9GUAm,UPLOAD_CANVAS/cartao de credito/imagens/feed/11 - Feed alemanha__DAGS7BtAVDM.png,11 - Feed alemanha__DAGS7BtAVDM.png,CC_DE_DE_IMG_LIMITE_ALTO_PH_003.png,MGS-CRIATIVOS/CC_DE_DE/IMG/FEED/DE/01_READY_CANDIDATE,IMG,DE,DE,LIMITE_ALTO,PH,visual_review_promoted,aa462f3493a0da5ab9b9771259f76d26,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,6891dd10ccd02c14
1hR6zY-qJw98PIXs2R4gqpQ3tbzeYmpb6,UPLOAD_CANVAS/cartao de credito/imagens/feed/11- Feed ingles__DAGVqXLzo2Y.png,11- Feed ingles__DAGVqXLzo2Y.png,CC_US_EN_IMG_APROBACION_NH_005.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NH,visual_review_promoted,b8c6fb287ffffcfca2c30a3ce6293728,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,6c2d0494a015e4fc
13QtWaqK0ZfIxwlPLDKv3umyFfy8dZnFk,UPLOAD_CANVAS/cartao de credito/imagens/feed/12- Feed ingles__DAGVqac20xY.png,12- Feed ingles__DAGVqac20xY.png,CC_US_EN_IMG_APROBACION_NH_006.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NH,visual_review_promoted,32a56d990aab72e139c01655b531bea0,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,729b10f0f447288c
1yycJe4cfnQer5cloulhAMvk7AR6KULBP,UPLOAD_CANVAS/cartao de credito/imagens/feed/13 - Feed espanhol__DAGS2E3yh3U.png,13 - Feed espanhol__DAGS2E3yh3U.png,CC_US_ES_IMG_APROBACION_NH_007.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NH,visual_review_promoted,04fa44237e6af02ff6ebca98716e4472,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,8c4639477801f611
19W5MmR2j-MBHQXuEvB8MzYlA6nY97zlo,UPLOAD_CANVAS/cartao de credito/imagens/feed/13 - Feed ingles__DAGVqleiX40.png,13 - Feed ingles__DAGVqleiX40.png,CC_US_EN_IMG_APROBACION_NH_007.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,NH,visual_review_promoted,9354b0a55882cf5c81c534f869531ef6,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,8710dea6c2186d6d
1vZDCBgEq7aScq31ZZioTMjgaeKyN0HDh,UPLOAD_CANVAS/cartao de credito/imagens/feed/14 - Feed espanhol__DAGS2GtZn7s.png,14 - Feed espanhol__DAGS2GtZn7s.png,CC_US_ES_IMG_APROBACION_NH_008.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NH,visual_review_promoted,21699808a66a2cb0c097f1d8fc7f548b,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,af635b0d4f0de4ad
1eg00hODMeD3bqMXFHMObF0KwPE4NCGnJ,UPLOAD_CANVAS/cartao de credito/imagens/feed/14 - Feed ingles__DAGVwgtw7O8.png,14 - Feed ingles__DAGVwgtw7O8.png,CC_US_EN_IMG_APROBACION_PH_001.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,PH,visual_review_promoted,d89936ff4d43550bf9a6b33d0cee8353,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,6f0eaded4da053d7
1DrfGYnwE1ZufWZRi-WWUtleFd48FeK7_,UPLOAD_CANVAS/cartao de credito/imagens/feed/15 - Feed espanhol__DAGS2Jy8x30.png,15 - Feed espanhol__DAGS2Jy8x30.png,CC_US_ES_IMG_APROBACION_NH_009.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,NH,visual_review_promoted,dec3b0ae1830adae1c22a8cf146194cf,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,7a3c40625cd6b180
1SXnQyVzvql2P949fZpmG4znBc2ewad7a,UPLOAD_CANVAS/cartao de credito/imagens/feed/15 - Feed espanhol__DAGS57LwJiU.png,15 - Feed espanhol__DAGS57LwJiU.png,CC_US_ES_IMG_APROBACION_PH_003.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,PH,visual_review_promoted,919bdb03941541ab397873657231ee33,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,74253fe8e76d8350
1m_KvnGu9M8_2NRy8NrSE4abNUkyqVynU,UPLOAD_CANVAS/cartao de credito/imagens/feed/15 - Feed Espanhol__DAGxK84OnvM.png,15 - Feed Espanhol__DAGxK84OnvM.png,CC_US_ES_IMG_RECOMPENSAS_PH_001.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,RECOMPENSAS,PH,visual_review_promoted,9ad5c7475193fabbaebda9925b572bb9,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,7d02155ce8606cce
1D9LunaG_zpQxmxz8zRNpZWKf7iWPk9fH,UPLOAD_CANVAS/cartao de credito/imagens/feed/15 - Feed Espanhol__DAGxLKx2xAk.png,15 - Feed Espanhol__DAGxLKx2xAk.png,CC_US_ES_IMG_RECOMPENSAS_PH_002.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,RECOMPENSAS,PH,visual_review_promoted,5c6115bcc11d433bd96cdeb2df9fad32,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,1a913b399d97a796
1F_E3jK5VfvpDiRg1DEtmn6ysay65MiDe,UPLOAD_CANVAS/cartao de credito/imagens/feed/15 - Feed Espanhol__DAGxLP5YBbA.png,15 - Feed Espanhol__DAGxLP5YBbA.png,CC_US_ES_IMG_RECOMPENSAS_PH_003.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,RECOMPENSAS,PH,visual_review_promoted,25d2ae5d102e3d739cc473848b0236a4,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,07112e129e443354
1NA3vzWqRgcZ0kz_Tsy9keYJArs_njLEI,UPLOAD_CANVAS/cartao de credito/imagens/feed/15 - Feed ingles__DAGVwr-hrsY.png,15 - Feed ingles__DAGVwr-hrsY.png,CC_US_EN_IMG_APROBACION_PH_002.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,PH,visual_review_promoted,f5fef9ee83b51648b40b893f206f6222,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,627ce5be8a77141f
1fZ0HL-Tqo6MrwnM36nr5QJYbezO2ziGk,UPLOAD_CANVAS/cartao de credito/imagens/feed/16 - Feed espanhol__DAGS5kasshY.png,16 - Feed espanhol__DAGS5kasshY.png,CC_US_ES_IMG_APROBACION_PH_004.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,PH,visual_review_promoted,b8cf119cfb41f1b12c46947a8f4ea35b,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,a214e7da715b8718
1MTb2YKihYcF962c04Axvqs7WG7cTNQQT,UPLOAD_CANVAS/cartao de credito/imagens/feed/16 - Feed ingles__DAGVwtMXdSo.png,16 - Feed ingles__DAGVwtMXdSo.png,CC_US_EN_IMG_APROBACION_PH_003.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,PH,visual_review_promoted,0cb04dcd8168d63268eec2106af52b41,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,6486a84c332055d7
1hwrG-itTPK7WRVdbSImZmw5lLepwcrfJ,UPLOAD_CANVAS/cartao de credito/imagens/feed/17 - Feed espanhol__DAGS6_18_mc.png,17 - Feed espanhol__DAGS6_18_mc.png,CC_US_ES_IMG_LIMITE_ALTO_PH_001.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,LIMITE_ALTO,PH,visual_review_promoted,9112a04af61860f15dbf7bc5b34e6679,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,dab62ee0ae6633c4
1c_ppIDus984YcHr_Zndtn5Hhd2ZUUABg,UPLOAD_CANVAS/cartao de credito/imagens/feed/17 - Feed espanhol__DAGS6jpM-qc.png,17 - Feed espanhol__DAGS6jpM-qc.png,CC_US_ES_IMG_APROBACION_PH_005.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,APROBACION,PH,visual_review_promoted,ae9b104b5d7f220cc9cc6a6d29048c56,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,6b23bdde07cf8954
1kxnt2CqwpqqXRhNdSU2o2ubSF9HfJWUE,UPLOAD_CANVAS/cartao de credito/imagens/feed/17 - Feed ingles__DAGV0--vRMM.png,17 - Feed ingles__DAGV0--vRMM.png,CC_US_EN_IMG_APROBACION_PH_004.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,PH,visual_review_promoted,93c7a2f86d6cd0762b74835f8536c0a8,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,55f5d9c4a7797391
1mN1GQ-cyD1Dsay7EqevUOUjBsWO8G6W9,UPLOAD_CANVAS/cartao de credito/imagens/feed/18 - Feed espanhol__DAGS6rm09hc.png,18 - Feed espanhol__DAGS6rm09hc.png,CC_US_ES_IMG_LIMITE_ALTO_PH_002.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,IMG,US,ES,LIMITE_ALTO,PH,visual_review_promoted,a032f498a54186716f9bdcc2b860d37c,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,597ab970d6c74296
1TYf3Hb8H710xaS48kR1jseQhJBf6JN5D,UPLOAD_CANVAS/cartao de credito/imagens/feed/18 - Feed ingles__DAGV1N4PTVM.png,18 - Feed ingles__DAGV1N4PTVM.png,CC_US_EN_IMG_APROBACION_PH_005.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,PH,visual_review_promoted,6553271d18f65d082f0658a9fff4a2cb,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,6974ff61819623dd
1anXudzwOrSoJ91kfR0TjmwZJ9Z3U6bMb,UPLOAD_CANVAS/cartao de credito/imagens/feed/19 - Feed ingles__DAGV1P-ynkE.png,19 - Feed ingles__DAGV1P-ynkE.png,CC_US_EN_IMG_APROBACION_PH_006.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,IMG,US,EN,APROBACION,PH,visual_review_promoted,dda0d8224767d5ffdf21508ba55fe765,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,9795b7d970669acb
1Vr7V53QG5CTM-RGCfP2aQtkdFKi6bInB,UPLOAD_CANVAS/cartao de credito/imagens/feed/20 - Feed Alemao__DAGT9Bv6dF8.png,20 - Feed Alemao__DAGT9Bv6dF8.png,CC_DE_DE_IMG_APROBACION_NH_001.png,MGS-CRIATIVOS/CC_DE_DE/IMG/FEED/DE/01_READY_CANDIDATE,IMG,DE,DE,APROBACION,NH,visual_review_promoted,e02ee44ba5a9690a65aecdde9fa60937,CLEAN_METADATA_THEN_COPY_KEEP_RAW,NOT_EXECUTED,11accf89a2b5b02c
