drive_id,filename,relative_path,format,width,height,placement_fit,vertical_guess,language_guess,name_status,issues,recommended_action
1WEJYtrBham-qw-JvtY2RE43cI1MkiZca,CC_US_EN_VID_APROBACION_NH_009.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_APROBACION_NH_009.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1ke4rc3g0GjpysF8sLa_Tu6Amnarap0GF,CC_US_EN_VID_APROBACION_NH_010.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_APROBACION_NH_010.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1oYBwaRNbu6pWyN2v4I_uI2SDU6XoD3lj,CC_US_EN_VID_APROBACION_NH_011.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_APROBACION_NH_011.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
19iwBqUU0lfvwHNhQRHpmEanj8ios5-mf,CC_US_EN_VID_APROBACION_NH_012.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_APROBACION_NH_012.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1dTk7978H4KCiUQkXJCsz5duWtUQYo-vg,CC_US_EN_VID_APROBACION_NH_013.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_APROBACION_NH_013.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1_zdUj6lLx1AUCe_d46D8d5_wX20dKkZc,CC_US_EN_VID_APROBACION_NH_014.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_APROBACION_NH_014.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1d93A3ca7Z2m9OGZJXnEfcwzZsyRvgaL4,CC_US_EN_VID_APROBACION_NH_015.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_APROBACION_NH_015.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
17QzpN_gqr5JrnbZ75uTE9oco8W92XJu5,CC_US_EN_VID_APROBACION_NH_016.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_APROBACION_NH_016.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1FRzjUnBmDWK_qGVfVtDO_o01VASegude,CC_US_EN_VID_APROBACION_NH_017.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_APROBACION_NH_017.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1XBqJpubJeaG79fYFUJ3pvaMkalVy_0by,CC_US_EN_VID_APROBACION_NH_018.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_APROBACION_NH_018.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1aviEbTbQUhE9-kV4-6AZwxRDtULcQJZ0,CC_US_EN_VID_APROBACION_NH_019.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_APROBACION_NH_019.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1Hhm7XgsSMbqL9Xt6HSSqPnRA7cUwoEKM,CC_US_EN_VID_APROBACION_NH_020.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_APROBACION_NH_020.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1dRV3-9Vz_Lj4dTp5i1lFTTcUpsvcjLVJ,CC_US_EN_VID_APROBACION_NH_021.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_APROBACION_NH_021.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1DHgkz-1LyDBpNnt3V4LtSF7g2Cm0Iucj,CC_US_EN_VID_APROBACION_NH_022.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_APROBACION_NH_022.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1R4bJqjmYSClcET5Hb7NdXc0t4IP5vkmi,CC_US_EN_VID_APROBACION_NH_023.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_APROBACION_NH_023.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1NuTZTpvZmhzjBuKOvYcHCig9Pzm4mtda,CC_US_EN_VID_APROBACION_NH_024.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_APROBACION_NH_024.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1esgM209gTPo_5Pa7RBM_xpw_UqGRtRRQ,CC_US_EN_VID_APROBACION_PH_001.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_APROBACION_PH_001.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1jzpDkUpGMCFoU_8TJAk8t3shT65MWlol,CC_US_EN_VID_LIMITE_ALTO_NH_001.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_LIMITE_ALTO_NH_001.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1cxnqOkaC0R_y_6tJEj27Evfv9mSepn0x,CC_US_EN_VID_LIMITE_ALTO_NH_002.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_LIMITE_ALTO_NH_002.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1q7wKz8SV9SG6azAZHRX7AAk5H-AzjVoU,CC_US_EN_VID_LIMITE_ALTO_NH_003.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_LIMITE_ALTO_NH_003.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
14-MVSldaRogyzE_L0ZncckDDEQzn9x3O,CC_US_EN_VID_LIMITE_ALTO_NH_004.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_LIMITE_ALTO_NH_004.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1ZUXiVBvO5xf90t4SdKEBjiapAd68CUDl,CC_US_EN_VID_LIMITE_ALTO_NH_005.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_LIMITE_ALTO_NH_005.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1eEm-p5j1FnKMO8Zv5biiki8f-1iMlRCp,CC_US_EN_VID_LIMITE_ALTO_NH_006.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_LIMITE_ALTO_NH_006.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1C7L96aEle1C4n246RhySFEqKlnggvjnH,CC_US_EN_VID_LIMITE_ALTO_NH_007.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_LIMITE_ALTO_NH_007.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1ECQsw4suGGer23adOqmfx0asq7CKf379,CC_US_EN_VID_LIMITE_ALTO_NH_008.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_LIMITE_ALTO_NH_008.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1c8JdCZ2Lp_-y4zyoaM5C1BQV61WmMKi5,CC_US_EN_VID_LIMITE_ALTO_NH_009.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_LIMITE_ALTO_NH_009.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1OWO2zv00QCewcaVbyGbxKd89GvPm3gci,CC_US_EN_VID_LIMITE_ALTO_NH_010.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_LIMITE_ALTO_NH_010.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1bnjc1Z9knlQtaG4Eerjh_Ogxb90dOOPu,CC_US_EN_VID_LIMITE_ALTO_NH_011.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_LIMITE_ALTO_NH_011.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1vaHxO-rtvhMY5SiTLdqnJ_RlAbcn6plk,CC_US_EN_VID_LIMITE_ALTO_NH_012.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_LIMITE_ALTO_NH_012.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
13cS6mvZp7fhtuW2JCY-loXou_OA6BoXa,CC_US_EN_VID_LIMITE_ALTO_NH_013.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_LIMITE_ALTO_NH_013.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1aYmMluiP8LrcbENgp-KqiCTIBBoyDYVW,CC_US_EN_VID_LIMITE_ALTO_PH_001.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_LIMITE_ALTO_PH_001.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1kfpgtfGv0auXVD5KtM4Xena9bdGRef3B,CC_US_EN_VID_LIMITE_ALTO_PH_002.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_EN_VID_LIMITE_ALTO_PH_002.mp4,VID,1080,1080,FEED,CC,EN,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1GpaxSlkhcwJuAJCPt5Oda8OMq0kjlsGb,CC_US_ES_VID_APROBACION_NH_001.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_ES_VID_APROBACION_NH_001.mp4,VID,1080,1080,FEED,CC,ES,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1U-eyRag_4k4Q1b9HMIM_SeHcf134PL4L,CC_US_ES_VID_APROBACION_NH_002.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_ES_VID_APROBACION_NH_002.mp4,VID,1080,1080,FEED,CC,ES,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1lIp534ePCoqFrOU8hwUaNWjIRfY6lvcZ,CC_US_ES_VID_APROBACION_NH_003.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_ES_VID_APROBACION_NH_003.mp4,VID,1080,1080,FEED,CC,ES,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
14Gc-9QfQ3eobx-SM9C-vgpaDVMDPXq3-,CC_US_ES_VID_APROBACION_NH_004.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_ES_VID_APROBACION_NH_004.mp4,VID,1080,1080,FEED,CC,ES,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
15ibsgx8SB3yXs-bDZjY6u-1B04nx-jpV,CC_US_ES_VID_APROBACION_NH_005.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_ES_VID_APROBACION_NH_005.mp4,VID,1080,1080,FEED,CC,ES,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1IiCM11eBEIm8xrclyl-Swy2avtWokvCU,CC_US_ES_VID_APROBACION_NH_006.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_ES_VID_APROBACION_NH_006.mp4,VID,1080,1080,FEED,CC,ES,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1w1gfL1Gqdt23ZGyAFXhzft-8K-Sh7wiq,CC_US_ES_VID_APROBACION_NH_007.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_ES_VID_APROBACION_NH_007.mp4,VID,1080,1080,FEED,CC,ES,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1PZ5AbOpxINSrBVfW9BI5u91B4ZSjr5VS,CC_US_ES_VID_APROBACION_NH_008.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_ES_VID_APROBACION_NH_008.mp4,VID,1080,1080,FEED,CC,ES,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1SddoBKW5i7fUM4g2GfWzNnVrXvpPyGMp,CC_US_ES_VID_APROBACION_NH_009.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_ES_VID_APROBACION_NH_009.mp4,VID,1080,1080,FEED,CC,ES,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
12URcRxBk_rqJLysxObM41T9IVa6onDcQ,CC_US_ES_VID_APROBACION_NH_010.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_ES_VID_APROBACION_NH_010.mp4,VID,1080,1080,FEED,CC,ES,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1YElw61m1JtDf09vOZN5lF6mMOGEUT5Bv,CC_US_ES_VID_APROBACION_NH_011.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_ES_VID_APROBACION_NH_011.mp4,VID,1080,1080,FEED,CC,ES,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1mzIa8NGlxZ81zXA1l0gUHKCt3_-euKap,CC_US_ES_VID_APROBACION_NH_012.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_ES_VID_APROBACION_NH_012.mp4,VID,1080,1080,FEED,CC,ES,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
168dxEMz1HLiWInSBfgqmKcVXcTrtIgkh,CC_US_ES_VID_APROBACION_NH_013.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_ES_VID_APROBACION_NH_013.mp4,VID,1080,1080,FEED,CC,ES,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1v3gNAdaXTesDEAejjwXfvyQ9qAiZraCq,CC_US_ES_VID_APROBACION_NH_014.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_ES_VID_APROBACION_NH_014.mp4,VID,1080,1080,FEED,CC,ES,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1V8GsnkCj8OaoHW-HBbJ7pUMO6Vhy-Mf8,CC_US_ES_VID_APROBACION_NH_015.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_ES_VID_APROBACION_NH_015.mp4,VID,1080,1080,FEED,CC,ES,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1HI1O_PqCg1RvrhWvMFxJ29jG5azuVLoV,CC_US_ES_VID_LIMITE_ALTO_NH_001.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_ES_VID_LIMITE_ALTO_NH_001.mp4,VID,1080,1080,FEED,CC,ES,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1h9PpxiW0_A0d9XBX-cJybCPTQxtrN8PV,CC_US_ES_VID_LIMITE_ALTO_NH_002.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_ES_VID_LIMITE_ALTO_NH_002.mp4,VID,1080,1080,FEED,CC,ES,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1XRsoz08qO38f1h3g6n-RtBA_jufDMa_F,CC_US_ES_VID_LIMITE_ALTO_NH_003.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/CC_US_ES_VID_LIMITE_ALTO_NH_003.mp4,VID,1080,1080,FEED,CC,ES,CANONICAL_3DIGIT,,READY_FOR_FINAL_ORGANIZATION
1PMwQfKAFiuvqCchCzXxGmN6QW_8sM-Xn,Copia de 21 - Feed Alemao__DAGxfWb6zaw.mp4,UPLOAD_CANVAS/cartao de credito/videos/feed/Copia de 21 - Feed Alemao__DAGxfWb6zaw.mp4,VID,1080,1080,FEED,CC,DE,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
10lFOzjwsBsXQ7vVwJOtSFoJZ-WCjNQVL,01 - FILME - Story Espanhol__DAHJd0mC5MI.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/01 - FILME - Story Espanhol__DAHJd0mC5MI.mp4,VID,1080,1920,STORY,CC,ES,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1VRUiT2lBpi84-EXvFCZpe5lBE6jifVa2,01 - IA - Story AFRICA SUL__DAHGTye3QNI.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/01 - IA - Story AFRICA SUL__DAHGTye3QNI.mp4,VID,1080,1920,STORY,CC,DE,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1Foyq97vN6m6V_q6BWGQVULvKo6-1BrNo,01 - IA - Story Ingles GB.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/01 - IA - Story Ingles GB.mp4,VID,1080,1920,STORY,CC,EN,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1hvZdvw7LATo8GEVvhGLbyiP8yYOVTJZN,01 - Story alemao AUDIO__DAGsxQ_z4Xk.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/01 - Story alemao AUDIO__DAGsxQ_z4Xk.mp4,VID,1080,1920,STORY,CC,DE,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
14cdGSBH2CgURh-fZwOslEdRJAAIzDeIL,01 Trabalho - Story (ingles)__DAGfBKPJSC8.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/01 Trabalho - Story (ingles)__DAGfBKPJSC8.mp4,VID,1080,1920,STORY,JOBS,EN,NONCANONICAL_RAW,NONCANONICAL_RAW;VERTICAL_REVIEW,REVIEW_BEFORE_FINAL_ORGANIZATION
1SohrB7w4NMHz3mpiXEKDSoSYT3Duk9Xl,02 - FILME - Story Espanhol__DAHJd58WuxY.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/02 - FILME - Story Espanhol__DAHJd58WuxY.mp4,VID,1080,1920,STORY,CC,ES,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1h6B8D7axPPW-_zR1pfbcl64ZkBf66Sf2,02 - IA - Story AFRICA SUL__DAHGT_dg6RE.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/02 - IA - Story AFRICA SUL__DAHGT_dg6RE.mp4,VID,1080,1920,STORY,CC,DE,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1J8vG19muUDcJzEnrS-SVdhmx_PmwmNOM,02 - IA - Story Ingles GB.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/02 - IA - Story Ingles GB.mp4,VID,1080,1920,STORY,CC,EN,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1CFwUVtuOrqYU_VrM3h_7gSF7hHI4fIgT,02 - Story Alemao AUDIO__DAGsxexnW9U.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/02 - Story Alemao AUDIO__DAGsxexnW9U.mp4,VID,1080,1920,STORY,CC,DE,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1OZAF7WfPEKnWBkTPHjUXzY5-lOqZ6dM9,03 - IA - Story Alemanha__DAHGG7rzWkw.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/03 - IA - Story Alemanha__DAHGG7rzWkw.mp4,VID,1080,1920,STORY,CC,DE,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1x5u-aYzJJfTI2RIwpuNvgh8UCJSN7j3F,03 - IA - Story Ingles GB.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/03 - IA - Story Ingles GB.mp4,VID,1080,1920,STORY,CC,EN,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
13RawObyTcTW4FRlE2cZFESbnu62MMD15,03 - Story Alemao AUDIO__DAGsxdV15lk.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/03 - Story Alemao AUDIO__DAGsxdV15lk.mp4,VID,1080,1920,STORY,CC,DE,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1j1zV5I3MA9z4AaG90wUiTXM4waSxYbOl,04 - IA - Story GB ingles__DAHGCWYuEmY.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/04 - IA - Story GB ingles__DAHGCWYuEmY.mp4,VID,1080,1920,STORY,CC,EN,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1J6CJX3w4zEc4jbaHl7iixQBzDe5ju9t6,04 - IA - Story Ingles GB.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/04 - IA - Story Ingles GB.mp4,VID,1080,1920,STORY,CC,EN,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
164goo8ly2OIcQRG7180S71vdzEdl6F_F,05 - IA - Story Alemao.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/05 - IA - Story Alemao.mp4,VID,1080,1920,STORY,CC,DE,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1KIp33ls2UPZ0RyGGvWCMSkmvuXxMmncI,05 - IA - Story GB ingles__DAHGCZj48MA.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/05 - IA - Story GB ingles__DAHGCZj48MA.mp4,VID,1080,1920,STORY,CC,EN,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
14-HkyO582pZqaHYX8LUrn_yC3c-bHjxk,05 - IA - Story Ingles GB.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/05 - IA - Story Ingles GB.mp4,VID,1080,1920,STORY,CC,EN,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1GPKeZocTyBVdsFiGt72MSXLtwV5LFJXi,05 - Story Alemao__DAGxfAap0UM.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/05 - Story Alemao__DAGxfAap0UM.mp4,VID,1080,1920,STORY,CC,DE,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1BXAiiRbVZm0zrS7sSH4NhM_FkYfzv44N,05 - Story alemao__DAGxfGOgfGU.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/05 - Story alemao__DAGxfGOgfGU.mp4,VID,1080,1920,STORY,CC,DE,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1HEj4yRCdaystKkwG5gYYByhZQqGOw9lj,05 - Story Alemao__DAGxfJqWX4I.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/05 - Story Alemao__DAGxfJqWX4I.mp4,VID,1080,1920,STORY,CC,DE,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1sPfXhG_zqTgZl0RFLNkqxVQpfJHbuRgs,06 - IA - Story Alemao.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/06 - IA - Story Alemao.mp4,VID,1080,1920,STORY,CC,DE,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
14bNYNGPU74IDEJ552hJvM7dqgPwd6ODi,07 - IA - Story (Alemao)__DAHANC4Uq10.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/07 - IA - Story (Alemao)__DAHANC4Uq10.mp4,VID,1080,1920,STORY,CC,DE,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1dobW2rFyKd5jIGUx0Ps-rRMHRhC5RoFv,08 - IA - Story Espanhol__DAHEbhhvKiQ.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/08 - IA - Story Espanhol__DAHEbhhvKiQ.mp4,VID,1080,1920,STORY,CC,ES,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1XNHD7GXWmbuRtLhXP8zCaiVRRJ_tiBK1,09 - IA - Story (Mexico) +2 RM GP Story há 2 meses.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/09 - IA - Story (Mexico) +2 RM GP Story há 2 meses.mp4,VID,1080,1920,STORY,CC,DE,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1I6SiZ895DsSggg8KxvjRf1ponKJDkBqQ,09 - IA - Story Espanhol__DAHEcIDdKWQ.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/09 - IA - Story Espanhol__DAHEcIDdKWQ.mp4,VID,1080,1920,STORY,CC,ES,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1dhwEQ2IwXMmgxfldT3XsN2pBD70PH99L,09 - IA - Story Mexico__DAHFbtG9ADQ.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/09 - IA - Story Mexico__DAHFbtG9ADQ.mp4,VID,1080,1920,STORY,CC,DE,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1wYAggIqSt1CV9A8FFreWoncCc4mxDiXF,09 - Story (alemanha) +2 RM GP Story há 1 ano.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/09 - Story (alemanha) +2 RM GP Story há 1 ano.mp4,VID,1080,1920,STORY,CC,DE,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
1KZAtlTKbSC6u44A6sO3tSrgNhyLrwGFU,09 - Story (alemanha)__DAGScwbKPCY.mp4,UPLOAD_CANVAS/cartao de credito/videos/stories/09 - Story (alemanha)__DAGScwbKPCY.mp4,VID,1080,1920,STORY,CC,DE,NONCANONICAL_RAW,NONCANONICAL_RAW,REVIEW_BEFORE_FINAL_ORGANIZATION
