ts_utc,status,drive_id,parent_path,old_name,new_name,verified_name,error
2026-06-14T13:48:16.719192+00:00,RENAMED,1CEeBvaIRo_Vcr92zTE7z7beb7IgHbG5n,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_NV_84.mp4,CC_US_EN_VID_APROBACION_NV_084.mp4,CC_US_EN_VID_APROBACION_NV_084.mp4,
2026-06-14T13:48:17.201315+00:00,RENAMED,1CNhGr3e8QIzmmpG5K4arJsdsAWRtjdL0,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_NV_85.mp4,CC_US_EN_VID_APROBACION_NV_085.mp4,CC_US_EN_VID_APROBACION_NV_085.mp4,
2026-06-14T13:48:17.651317+00:00,RENAMED,1hLJaDJzztQz-7KJnqN9YvqU_SjuDNwLG,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_NV_86.mp4,CC_US_EN_VID_APROBACION_NV_086.mp4,CC_US_EN_VID_APROBACION_NV_086.mp4,
2026-06-14T13:48:18.191149+00:00,RENAMED,1KcxwRIXUEA8XYbWGAN9HAa5Brs_pxV67,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_NV_87.mp4,CC_US_EN_VID_APROBACION_NV_087.mp4,CC_US_EN_VID_APROBACION_NV_087.mp4,
2026-06-14T13:48:18.729961+00:00,RENAMED,17RAZ_IpVUJT0xJVL6-PlSbbb3ufKZfNv,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_NV_88.mp4,CC_US_EN_VID_APROBACION_NV_088.mp4,CC_US_EN_VID_APROBACION_NV_088.mp4,
2026-06-14T13:48:19.277202+00:00,RENAMED,1aQ4Y0SXJYinAezCpt_Zuqq4VUTZtd2Lp,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_NV_89.mp4,CC_US_EN_VID_APROBACION_NV_089.mp4,CC_US_EN_VID_APROBACION_NV_089.mp4,
2026-06-14T13:48:19.843371+00:00,RENAMED,1_NslAGnSsm_1wkYB3988PSrowiZ446MI,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_NV_90.mp4,CC_US_EN_VID_APROBACION_NV_090.mp4,CC_US_EN_VID_APROBACION_NV_090.mp4,
2026-06-14T13:48:20.384772+00:00,RENAMED,1fB4ARq5hXzutGVg7r321sWCcwwUz6ZT4,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_NV_91.mp4,CC_US_EN_VID_APROBACION_NV_091.mp4,CC_US_EN_VID_APROBACION_NV_091.mp4,
2026-06-14T13:48:20.987374+00:00,RENAMED,1lLhxYa7mzHhHvALLFgDpf6ButYIy2hKr,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_NV_92.mp4,CC_US_EN_VID_APROBACION_NV_092.mp4,CC_US_EN_VID_APROBACION_NV_092.mp4,
2026-06-14T13:48:21.543672+00:00,RENAMED,1j-LJie6DwtqCUzIh9_R_QM-0onC_U22v,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_NV_93.mp4,CC_US_EN_VID_APROBACION_NV_093.mp4,CC_US_EN_VID_APROBACION_NV_093.mp4,
2026-06-14T13:48:22.020464+00:00,RENAMED,1Fc3j82cuqLcYCTyvk5-nx6f3EZDkdbBP,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_NV_94.mp4,CC_US_EN_VID_APROBACION_NV_094.mp4,CC_US_EN_VID_APROBACION_NV_094.mp4,
2026-06-14T13:48:22.573867+00:00,RENAMED,1JiWDzjD1dVC2IHqAWaEOWMBXCqvpboNC,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_NV_95.mp4,CC_US_EN_VID_APROBACION_NV_095.mp4,CC_US_EN_VID_APROBACION_NV_095.mp4,
2026-06-14T13:48:23.130393+00:00,RENAMED,1GtQ_ortaegs2EjTL6v2zTrEllDtP8-ev,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_NV_96.mp4,CC_US_EN_VID_APROBACION_NV_096.mp4,CC_US_EN_VID_APROBACION_NV_096.mp4,
2026-06-14T13:48:23.687398+00:00,RENAMED,1xbc9MOkeA4pf2V6BMD8Wkx_vRe5uCjlB,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_NV_97.mp4,CC_US_EN_VID_APROBACION_NV_097.mp4,CC_US_EN_VID_APROBACION_NV_097.mp4,
2026-06-14T13:48:24.171775+00:00,RENAMED,1dIYSN46X3qVpPU5sIbLtX5xZXJdwFEU2,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_NV_98.mp4,CC_US_EN_VID_APROBACION_NV_098.mp4,CC_US_EN_VID_APROBACION_NV_098.mp4,
2026-06-14T13:48:24.672205+00:00,RENAMED,1uNZ5cFudItikZLvMOaSTl_FP_p8Wv0Zt,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_NV_99.mp4,CC_US_EN_VID_APROBACION_NV_099.mp4,CC_US_EN_VID_APROBACION_NV_099.mp4,
2026-06-14T13:48:25.208673+00:00,RENAMED,1jmlDb-r24qGuxUxzUcFI5fb-VRkhMEiC,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_PV_01.mp4,CC_US_EN_VID_APROBACION_PV_001.mp4,CC_US_EN_VID_APROBACION_PV_001.mp4,
2026-06-14T13:48:25.762340+00:00,RENAMED,1yh1wERHrmGZQgzPk_lQ-7dRhbo9LMnfw,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_PV_02.mp4,CC_US_EN_VID_APROBACION_PV_002.mp4,CC_US_EN_VID_APROBACION_PV_002.mp4,
2026-06-14T13:48:26.316129+00:00,RENAMED,1DnLRtQBrCNQPgWQU2c2UpUacTWQujdfn,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_PV_03.mp4,CC_US_EN_VID_APROBACION_PV_003.mp4,CC_US_EN_VID_APROBACION_PV_003.mp4,
2026-06-14T13:48:26.825574+00:00,RENAMED,1_gC1xAu_D4VFwhTlO72VwOweSZ8q43Ua,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_PV_04.mp4,CC_US_EN_VID_APROBACION_PV_004.mp4,CC_US_EN_VID_APROBACION_PV_004.mp4,
2026-06-14T13:48:27.378963+00:00,RENAMED,1gEZZLlJd9LMc6ZqjT3lsEPCbwtVbV1Q5,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_PV_05.mp4,CC_US_EN_VID_APROBACION_PV_005.mp4,CC_US_EN_VID_APROBACION_PV_005.mp4,
2026-06-14T13:48:27.923092+00:00,RENAMED,1bYIsVy2dUKuCZhrIjFDbA6ZnQuVHDeTe,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_PV_06.mp4,CC_US_EN_VID_APROBACION_PV_006.mp4,CC_US_EN_VID_APROBACION_PV_006.mp4,
2026-06-14T13:48:28.400325+00:00,RENAMED,1TRxIN6UIFZgI32Ith-GC6Q80tRbbCHrG,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_PV_07.mp4,CC_US_EN_VID_APROBACION_PV_007.mp4,CC_US_EN_VID_APROBACION_PV_007.mp4,
2026-06-14T13:48:28.964754+00:00,RENAMED,1GFFZv3loLbt8KPXerLlpFdKDumFNWCCi,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_PV_08.mp4,CC_US_EN_VID_APROBACION_PV_008.mp4,CC_US_EN_VID_APROBACION_PV_008.mp4,
2026-06-14T13:48:29.528296+00:00,RENAMED,1NXKDxXR-UfpUAfcxnbfmtcYbaFtt3Xhx,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_PV_09.mp4,CC_US_EN_VID_APROBACION_PV_009.mp4,CC_US_EN_VID_APROBACION_PV_009.mp4,
2026-06-14T13:48:30.029859+00:00,RENAMED,13zVHc6YQPndRKKuf3C4dBfKLb3HY63G7,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_PV_10.mp4,CC_US_EN_VID_APROBACION_PV_010.mp4,CC_US_EN_VID_APROBACION_PV_010.mp4,
2026-06-14T13:48:30.514815+00:00,RENAMED,1ZR8-gw08NV3nNi1qHlK2VYfr90iy7Zbg,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_PV_11.mp4,CC_US_EN_VID_APROBACION_PV_011.mp4,CC_US_EN_VID_APROBACION_PV_011.mp4,
2026-06-14T13:48:31.063947+00:00,RENAMED,1wDrEMyiyG9-tWaHobfNILOMCWDsgBXJb,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_PV_12.mp4,CC_US_EN_VID_APROBACION_PV_012.mp4,CC_US_EN_VID_APROBACION_PV_012.mp4,
2026-06-14T13:48:31.561789+00:00,RENAMED,10AM7l1tfVynYBMre_MXKUOYIToo17mkX,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_PV_13.mp4,CC_US_EN_VID_APROBACION_PV_013.mp4,CC_US_EN_VID_APROBACION_PV_013.mp4,
2026-06-14T13:48:32.054654+00:00,RENAMED,1DqsHlfj5LHbT9b4y_5_awajfZGACRBXg,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_PV_14.mp4,CC_US_EN_VID_APROBACION_PV_014.mp4,CC_US_EN_VID_APROBACION_PV_014.mp4,
2026-06-14T13:48:32.580986+00:00,RENAMED,1dCSvAzLRZvpB2JKg1adQ4QfcpzrNwcj-,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_PV_15.mp4,CC_US_EN_VID_APROBACION_PV_015.mp4,CC_US_EN_VID_APROBACION_PV_015.mp4,
2026-06-14T13:48:33.102788+00:00,RENAMED,1URWLdSbndyEf2DOuZky6bjp_NJ5Cx_K6,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_PV_16.mp4,CC_US_EN_VID_APROBACION_PV_016.mp4,CC_US_EN_VID_APROBACION_PV_016.mp4,
2026-06-14T13:48:33.612441+00:00,RENAMED,1Vb1LLneNu1mkh8YriqvYwbGSd6UycBnY,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_PV_17.mp4,CC_US_EN_VID_APROBACION_PV_017.mp4,CC_US_EN_VID_APROBACION_PV_017.mp4,
2026-06-14T13:48:34.120248+00:00,RENAMED,1GbH2Xe2iMqanj-kzU73tos2nJ97eWRpj,MGS-CRIATIVOS/UPLOAD_CANVAS/cartao de credito/videos/stories,CC_US_EN_VID_APROBACION_PV_18.mp4,CC_US_EN_VID_APROBACION_PV_018.mp4,CC_US_EN_VID_APROBACION_PV_018.mp4,
