dedup_key,kept_drive_id,skipped_drive_id,kept_relative_path,skipped_relative_path,reason,kept_score,skipped_score
md5:ba7bdfd4f035d0dba119742033df0cbe,1p2y-wfaPAIzOxvV-BN33e-aL0sMfvd2k,1YTRpoN1vMsskVYrIyAzwga_Nm4XjWAtD,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/DE/10 - Feed alemanha__DAGS7LDcKpg.png,UPLOAD_CANVAS/downloads/NICOLAS/10 - Feed (alemanha)__DAGS7LDcKpg.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:9514e8ca91b13b256c220d1a57893072,16kuaY2Lg67ykkALRliZRXmLogTw2Ss6Y,1wDrEMyiyG9-tWaHobfNILOMCWDsgBXJb,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/10 - IA - Story Ingles__DAHBCL9grTQ.mp4,UPLOAD_CANVAS/downloads/NICOLAS/10 - IA - Story (Ingles)__DAHBCL9grTQ.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:850f0da6261a8f2f099431157bea489a,1uxar0HxKN1TEheGTaFSEgDuVVrABYM_G,1FNWRDV3srprhp-3haysyNZjavNg56UCo,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/DE/10 - Story alemanha__DAGS7NHD-Yc.mp4,UPLOAD_CANVAS/downloads/NICOLAS/10 - Story (alemanha)__DAGS7NHD-Yc.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:aa462f3493a0da5ab9b9771259f76d26,1NgBzP5trKVew-2Ly1mwVrOFcfqm9GUAm,1HrErulQLYzztpKJKcHx4gTe0oj3mzBxq,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/DE/11 - Feed alemanha__DAGS7BtAVDM.png,UPLOAD_CANVAS/downloads/NICOLAS/11 - Feed (alemanha)__DAGS7BtAVDM.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:1cab274a6b569f2e00b29437f9ec5872,1Khgv6zTSTW44UXmVWq2I6-45J-uj7yQG,1ZCwvdd6TuVha4T5osXuGKuZxdvZ2RYhr,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/DE/11 - Story alemanha__DAGS7GgV7iw.mp4,UPLOAD_CANVAS/downloads/NICOLAS/11 - Story (alemanha)__DAGS7GgV7iw.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:b8c6fb287ffffcfca2c30a3ce6293728,1hR6zY-qJw98PIXs2R4gqpQ3tbzeYmpb6,1uU2LNUOeztPDijaa99ijzOZgtDXjlH9D,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/11- Feed ingles__DAGVqXLzo2Y.png,UPLOAD_CANVAS/downloads/NICOLAS/11- Feed (ingles)__DAGVqXLzo2Y.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:eaf9902462f96eba8c9f570c2566bb1a,1VgJHFVWP-UGgM9KJDK9FfZCp4Bp4qEb7,1wYxF4NILYbpDKEb_bZKV9Y0oWcCIcy-7,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/12 - Story ingles__DAGVqcwZGXY.mp4,UPLOAD_CANVAS/downloads/NICOLAS/12 - Story (ingles)__DAGVqcwZGXY.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:32a56d990aab72e139c01655b531bea0,13QtWaqK0ZfIxwlPLDKv3umyFfy8dZnFk,1jEy6vD_hJrQdqPpfSF4WFdcD5tGBRsQu,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/12- Feed ingles__DAGVqac20xY.png,UPLOAD_CANVAS/downloads/NICOLAS/12- Feed (ingles)__DAGVqac20xY.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:04fa44237e6af02ff6ebca98716e4472,1yycJe4cfnQer5cloulhAMvk7AR6KULBP,1e4fM8A5XUhFESai3Na0CsMxQK2PVwF8E,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/ES/13 - Feed espanhol__DAGS2E3yh3U.png,UPLOAD_CANVAS/downloads/NICOLAS/13 - Feed (espanhol)__DAGS2E3yh3U.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:9354b0a55882cf5c81c534f869531ef6,19W5MmR2j-MBHQXuEvB8MzYlA6nY97zlo,1qKmR0hJjpZPSRx5Z58Z701aWplWu8wDp,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/13 - Feed ingles__DAGVqleiX40.png,UPLOAD_CANVAS/downloads/NICOLAS/13 - Feed (ingles)__DAGVqleiX40.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:a59a0da68d4429005b4c86772052bfc8,1z_pKr2F7a29zmv15k0gZElOEKgWciVOW,1WKu6V-UZEjxTYHOV2156FwZ_nRivEPot,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/13 - Story espanhol__DAGSd5V-z-I.mp4,UPLOAD_CANVAS/downloads/NICOLAS/13 - Story (espanhol)__DAGSd5V-z-I.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:21699808a66a2cb0c097f1d8fc7f548b,1vZDCBgEq7aScq31ZZioTMjgaeKyN0HDh,11IaSjKbrUVR3matSj8gblC0YpI2VUJSJ,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/ES/14 - Feed espanhol__DAGS2GtZn7s.png,UPLOAD_CANVAS/downloads/NICOLAS/14 - Feed (espanhol)__DAGS2GtZn7s.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:d89936ff4d43550bf9a6b33d0cee8353,1eg00hODMeD3bqMXFHMObF0KwPE4NCGnJ,17BgfK2--fB6WaXu0VOImYTBqIMwmY9hD,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/14 - Feed ingles__DAGVwgtw7O8.png,UPLOAD_CANVAS/downloads/NICOLAS/14 - Feed (ingles)__DAGVwgtw7O8.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:b6213c0191cda708e5f4b85cf96d2abc,1jbDLy22gTW_R80xLncNpnUwhDRykpZsE,13f4YRSGUYOWQ2ay6ewZQGzkF99tKVrAn,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/14 - IA - Story Mexico__DAHFchK_jhA.mp4,UPLOAD_CANVAS/downloads/NICOLAS/14 - IA - Story (Mexico)__DAHFchK_jhA.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,44
md5:d46a30082c10e6727147e735c6056ea5,1Sw1kq4zV4c0X3oGCSNlD-j1s0ZkPNVd8,10qq3oo-_QaYKhP-1olDSz9X3p5i2RBTT,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/14 - Story espanhol__DAGSeG4fF-0.mp4,UPLOAD_CANVAS/downloads/NICOLAS/14 - Story (espanhol)__DAGSeG4fF-0.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:ede3f900a8db1088d005913fc6c4b89d,1YOKF9N4KLtjrSFKLL5e0duOEqsm1OkRm,1JeJxhLEeuysxIO6Pfx2z59VBN19ucDbf,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/14 - Story ingles__DAGVuFiud20.mp4,UPLOAD_CANVAS/downloads/NICOLAS/14 - Story (ingles)__DAGVuFiud20.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:dec3b0ae1830adae1c22a8cf146194cf,1DrfGYnwE1ZufWZRi-WWUtleFd48FeK7_,1mqBXOuazUdnoz9jM0Y7QpMln5z4wcR8K,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/ES/15 - Feed espanhol__DAGS2Jy8x30.png,UPLOAD_CANVAS/downloads/NICOLAS/15 - Feed (espanhol)__DAGS2Jy8x30.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:919bdb03941541ab397873657231ee33,1SXnQyVzvql2P949fZpmG4znBc2ewad7a,1nDDxZd8Z9j1P7JHAiwF7XicX_pMsPYK8,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/ES/15 - Feed espanhol__DAGS57LwJiU.png,UPLOAD_CANVAS/downloads/NICOLAS/15 - Feed (espanhol)__DAGS57LwJiU.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:f5fef9ee83b51648b40b893f206f6222,1NA3vzWqRgcZ0kz_Tsy9keYJArs_njLEI,1XrcT2sOwjhg3O2c1JrsFSKKlje94USZo,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/15 - Feed ingles__DAGVwr-hrsY.png,UPLOAD_CANVAS/downloads/NICOLAS/15 - Feed (ingles)__DAGVwr-hrsY.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:d4c8d73461c47e4fba75b022fa34365a,11XXJ_HL_-vY-64vy7lxP8NGJfO01_OUm,1YB2fAWE2f248EDUZxyHVFtd5uSQc5tjQ,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/15 - IA - Story Mexico__DAHFcoYzl48.mp4,UPLOAD_CANVAS/downloads/NICOLAS/15 - IA - Story (Mexico)__DAHFcoYzl48.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,44
md5:32c77cbe45203229e687dcd15fa4edb5,1iVB8MaPm5g6Pho-fpxpEeS1aq3Da0_lD,1YQ_-GUMODvwE0kBl_aghoRkCmkc_i6z_,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/15 - Story espanhol__DAGS53rR6OM.mp4,UPLOAD_CANVAS/downloads/NICOLAS/15 - Story (espanhol)__DAGS53rR6OM.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:c43de8306d6ed0ed91ee85ae9d2c85ed,1lJLwNdstVMeyLIkRH2IeyCPXpjFgroOl,1VVvlA9XVk3OnyycUSiKAqMOgNsOi53Kw,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/15 - Story espanhol__DAGSeJv_rrY.mp4,UPLOAD_CANVAS/downloads/NICOLAS/15 - Story (espanhol)__DAGSeJv_rrY.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:f6ca5c52604a4b0f8aa3b8936e628be5,1DfYqXTKtJ4BOv0uWgNBz6HnGYGljgfTZ,1rnAmhK0V3MacCXwnMPpKsZAkuNaPIr5D,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/15 - Story ingles__DAGVwkPZjZ4.mp4,UPLOAD_CANVAS/downloads/NICOLAS/15 - Story (ingles)__DAGVwkPZjZ4.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:b8cf119cfb41f1b12c46947a8f4ea35b,1fZ0HL-Tqo6MrwnM36nr5QJYbezO2ziGk,1khtsd6GDdvBLq1vWODBFM57oAX4WiBsK,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/ES/16 - Feed espanhol__DAGS5kasshY.png,UPLOAD_CANVAS/downloads/NICOLAS/16 - Feed (espanhol)__DAGS5kasshY.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:0cb04dcd8168d63268eec2106af52b41,1MTb2YKihYcF962c04Axvqs7WG7cTNQQT,1SrTKkJSrz5ki1fI78rAd1Qny9-naxlgl,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/16 - Feed ingles__DAGVwtMXdSo.png,UPLOAD_CANVAS/downloads/NICOLAS/16 - Feed (ingles)__DAGVwtMXdSo.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:59dbe8a23fab2871250e23f30a052a76,1jar_PjSbkF4EChkGSmfGHAsjugc6Jszh,1W6R6DrEVoDxaGbbNJInbAXNM0pnIWwdk,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/16 - IA - Story Mexico__DAHFcpdcU_M.mp4,UPLOAD_CANVAS/downloads/NICOLAS/16 - IA - Story (Mexico)__DAHFcpdcU_M.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,44
md5:31dc2b434573df7c52a711f8e761393f,1DLTbtxXKi3mNm3f4ila7f5bJ61bZZVJx,1MKC2hFlSNE4b607Vkk1JMJV1yfaq0J0-,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/16 - Story espanhol__DAGS5quwyKk.mp4,UPLOAD_CANVAS/downloads/NICOLAS/16 - Story (espanhol)__DAGS5quwyKk.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:572c15bd299dc1f56865736fbb25a654,16DjQmKhAdmouOLdlwEROLa8s4SN2DIqv,1DKgRDndIG4R4ABr6zlMEHESrf-TOpFPn,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/16 - Story ingles__DAGVwifbP5w.mp4,UPLOAD_CANVAS/downloads/NICOLAS/16 - Story (ingles)__DAGVwifbP5w.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:9112a04af61860f15dbf7bc5b34e6679,1hwrG-itTPK7WRVdbSImZmw5lLepwcrfJ,1dUvYd7H6rS9t4P096F19o8RSh8axaTM5,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/ES/17 - Feed espanhol__DAGS6_18_mc.png,UPLOAD_CANVAS/downloads/NICOLAS/17 - Feed (espanhol)__DAGS6_18_mc.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:ae9b104b5d7f220cc9cc6a6d29048c56,1c_ppIDus984YcHr_Zndtn5Hhd2ZUUABg,1lpGuDB8-wHg6IKK2ev5hHgVs56qKEb6h,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/ES/17 - Feed espanhol__DAGS6jpM-qc.png,UPLOAD_CANVAS/downloads/NICOLAS/17 - Feed (espanhol)__DAGS6jpM-qc.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:93c7a2f86d6cd0762b74835f8536c0a8,1kxnt2CqwpqqXRhNdSU2o2ubSF9HfJWUE,1rDJGHduUWVPcI1NeQ9xGwu-EogMwwQzo,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/17 - Feed ingles__DAGV0--vRMM.png,UPLOAD_CANVAS/downloads/NICOLAS/17 - Feed (ingles)__DAGV0--vRMM.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:08a1f981e86d63c5260f11c371be3adf,192BnVpBIGazPQm4-CzHED-W3w_W1bkXT,1x4pqwLYuQ2hyx5ll6oeSHErAoJWzvALW,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/17 - Story espanhol__DAGS6hdrzCo.mp4,UPLOAD_CANVAS/downloads/NICOLAS/17 - Story (espanhol)__DAGS6hdrzCo.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:3b3c6b4a555e05e12ac925f274dfe6b1,1HjB-M8O6Rsy4wEuwmKIoqqvSYTaT6D4j,13F3oyqbHL2vGxy4gCiu8QeztcaQtiwQ4,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/17 - Story espanhol__DAGSpF5NnFY.mp4,UPLOAD_CANVAS/downloads/NICOLAS/17 - Story (espanhol)__DAGSpF5NnFY.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:84ae64a8a6ffb2908d842fe29d5587c8,1QJ1eI6_Uxkz44ZeXTkNEJNQa2xNzMi4D,1tuFav6xI4yZBwGlc0WcjMAsN8wyncY8G,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/17 - Story ingles__DAGV0x-nvos.mp4,UPLOAD_CANVAS/downloads/NICOLAS/17 - Story (ingles)__DAGV0x-nvos.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:a032f498a54186716f9bdcc2b860d37c,1mN1GQ-cyD1Dsay7EqevUOUjBsWO8G6W9,1fEilQEAw_qohuvTeUtBywjnafb5HJSDz,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/ES/18 - Feed espanhol__DAGS6rm09hc.png,UPLOAD_CANVAS/downloads/NICOLAS/18 - Feed (espanhol)__DAGS6rm09hc.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:6553271d18f65d082f0658a9fff4a2cb,1TYf3Hb8H710xaS48kR1jseQhJBf6JN5D,1QQ9Q1owocFMA21HyJIC0lN7VzFuxD7c_,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/18 - Feed ingles__DAGV1N4PTVM.png,UPLOAD_CANVAS/downloads/NICOLAS/18 - Feed (ingles)__DAGV1N4PTVM.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:7f2e108a3b0d58bb260d71ceaaf2e91d,1FN0HO-9D4HJhntwUhgm_Q8l4VfUpear-,135gW6kCqTcPpHlQ3TRV0jVeKGuMQFadJ,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/18 - Story espanhol__DAGSpKERBpo.mp4,UPLOAD_CANVAS/downloads/NICOLAS/18 - Story (espanhol)__DAGSpKERBpo.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:4fb2caa6dbf610892cd439848f9a5dd0,1NoBYuQPg4iuzPVgejj7p7Fa_3Vl9BYY_,1XqOREzxc7Q-Oo4UGs0uEKEfMAxDyBsx8,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/18- Story ingles__DAGV0-M0eRQ.mp4,UPLOAD_CANVAS/downloads/NICOLAS/18- Story (ingles)__DAGV0-M0eRQ.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:668dbc703d8747759dcf63339502b831,1lIp534ePCoqFrOU8hwUaNWjIRfY6lvcZ,1eOiDVDWnltER3WM1dVI71ptuJPr9w82d,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/ES/19 - Feed espanhol__DAGS66Eeo8w.mp4,UPLOAD_CANVAS/downloads/NICOLAS/19 - Feed ( espanhol )__DAGS66Eeo8w.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:52952aa39b97df10f58d805de44019ba,1Lag32UIt5DzR30zv8_f-fTTy28nT4Pvk,1ENR_QHjJmjSwwTLXvdhaiPRO3jWw3TMh,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/19 - IA - Story Espanhol__DAHGY6OUlKc.mp4,UPLOAD_CANVAS/downloads/NICOLAS/19 - IA - Story (Espanhol)__DAHGY6OUlKc.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:945a808f4765ca11d4bfc96d6c3153ff,1CypKuVUtHH1btpCGD4lyHtvb4lUclbzO,1xbpSomgZm7WcZHF6tbYmr4uO7gVfUul4,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/19 - IA - Story GB ingles__DAHGLsKWs9U.mp4,UPLOAD_CANVAS/downloads/NICOLAS/19 - IA - Story (GB ingles)__DAHGLsKWs9U.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:ce431f1270646cb7d7f433571911c41b,1DciYcwWorQ5eWimrCJcBeBkRmJkKIbWu,13nJdZGRcWBLYeQYTqljqLEW7nbHqnhPB,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/19 - Story espanhol__DAGStz2YFFI.mp4,UPLOAD_CANVAS/downloads/NICOLAS/19 - Story (espanhol)__DAGStz2YFFI.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:81489823bece19c580352d6f24063b3d,1IrD-dDTv7_gRhJtQz2Q80R8nztVJT9W6,15fiotFfnbCJpC0vR1QtWItUg5lNbH32q,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/19 - Story ingles__DAGV1DwLV4M.mp4,UPLOAD_CANVAS/downloads/NICOLAS/19 - Story (ingles)__DAGV1DwLV4M.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:ce6d29b3269f0f7fc53a5334fae05d90,1IiCM11eBEIm8xrclyl-Swy2avtWokvCU,1nSEMTubHJYKQYzvMTIm9k0qpkrxfoFOo,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/ES/20 - Feed espanhol__DAGS7FPUE8Y.mp4,UPLOAD_CANVAS/downloads/NICOLAS/20 - Feed (espanhol)__DAGS7FPUE8Y.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:83864117be7ce769e5235768ecd96429,1gNpV-906QlPGKHoxsRYOvANS__WPJTJb,1m1cBGaz4o7Wm2mdSaZKP7ORNDhC3WRkG,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/20 - IA - Story GB ingles__DAHGC-huWFY.mp4,UPLOAD_CANVAS/downloads/NICOLAS/20 - IA - Story (GB ingles)__DAHGC-huWFY.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:b827f5562ce1814c340de11b861a5793,1BBFKGxJ7hcmi6Md-TdmaYISNUt_ep_zt,1rLbaA2v6SC5XZaD4zbSAkAxbgLQep4-o,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/20 - Story espanhol__DAGS697cI8s.mp4,UPLOAD_CANVAS/downloads/NICOLAS/20 - Story (espanhol)__DAGS697cI8s.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:baa232f8096b72214aa2f9de25a8a535,1PZ5AbOpxINSrBVfW9BI5u91B4ZSjr5VS,161kyBculJHRoe6nK_2yIWr2Bpsqz1yZb,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/ES/21 - Feed espanhol__DAGS7GJeatc.mp4,UPLOAD_CANVAS/downloads/NICOLAS/21 - Feed (espanhol)__DAGS7GJeatc.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:4ecdd9f9167e26298c6fd4e957f6d05e,1JRE25TeX080jatkO0qPXndpM3U5yt0ZI,10o79w9SFxpcu0McLJZ5VXqOxcDrr_7wr,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/21 - IA - Story Espanhol__DAHGZN-wfn0.mp4,UPLOAD_CANVAS/downloads/NICOLAS/21 - IA - Story (Espanhol)__DAHGZN-wfn0.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:f96f9aa7debabd7d7fd2c840de3bebc6,1v1FDK1TJuHOobqbwMyujpW6bewUq_LT1,1AKHlovSDWg12sEwe3-6lAzfCOSBPbj0s,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/21 - IA - Story GB ingles__DAHGLg2l8gE.mp4,UPLOAD_CANVAS/downloads/NICOLAS/21 - IA - Story (GB ingles)__DAHGLg2l8gE.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:9ac400481dafc7dce9f1aa675f2a96ba,1FkpF-9Yu2CddS1iKMji4xA7tbuzNzVxP,1kwQIXfh0KZkIgwcpWi7v5k5y3Vi88wrp,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/21 - Story espanhol__DAGS7CfdQlk.mp4,UPLOAD_CANVAS/downloads/NICOLAS/21 - Story (espanhol)__DAGS7CfdQlk.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:3d639d991057b2267a12bd0734801fa8,1-nI2lTIgQfEyHTNkswu1OyEGihc1rzZ2,1ihx5dq6mFQ7Z1cBhYyKCOPaETcNhejTW,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/22 - Feed ingles__DAGV1WbgCfM.png,UPLOAD_CANVAS/downloads/NICOLAS/22 - Feed (ingles)__DAGV1WbgCfM.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:b1de96ba405333807ea2e6852a9d8a5b,1O3BtmD9oaVP0yARXDK34-LnX8S21nqm6,1bWUEvxmHvodmk_gUu0-ypjgAt-xbYl_g,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/22 - Story ingles__DAGV1ef8l8k.mp4,UPLOAD_CANVAS/downloads/NICOLAS/22 - Story (ingles)__DAGV1ef8l8k.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:e4b995132d57d0690dbd287346609f66,1ustH7RvuD5zOSo2qVmTA52uCzCjXqp45,1olCfE-XSUJzOs7ejwY2CPB88l_-dQlCn,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/23 - Story espanhol__DAGTAxBNcAI.mp4,UPLOAD_CANVAS/downloads/NICOLAS/23 - Story (espanhol)__DAGTAxBNcAI.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:0e5141e4680368f27c85e04ac8eb286e,1kPnFmEh3XuLPp2xHcMM7L1x4rr2kjC7J,1FxJNUasWM3JKSFsR2dMtuRyMtTh9I1Uu,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/24 - IA - Story Espanhol__DAHGfOR7lmM.mp4,UPLOAD_CANVAS/downloads/NICOLAS/24 - IA - Story (Espanhol)__DAHGfOR7lmM.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:42252fe1fef66df1e4ddb33364a18181,1r5KR-bLMj-fcKJYtagvnCYGxGPNPiu54,1T05-XH6dv2qQCdGOiLWfMU_uf16hLguK,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/24 - Story espanhol__DAGx81LDCP4.mp4,UPLOAD_CANVAS/downloads/NICOLAS/24 - Story (espanhol)__DAGx81LDCP4.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:35bc67f5ccaced79b98f5485c219ef35,1KaynXZuaIf09Ucb5CXAqDRurrw_rQXb3,1sBRad0wLdjqbjhiFOFQuJHelNdFQZKg9,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/25 - IA - Story Espanhol__DAHGfA69uZk.mp4,UPLOAD_CANVAS/downloads/NICOLAS/25 - IA - Story (Espanhol)__DAHGfA69uZk.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:c35420447d73948da9186d63791d9142,1VtZ-DQlWmTjhxKTTp6Xwe2P4R9utlYrP,169QrEReSqZiRajLrCt0H7DdKpPojurVm,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/25 - Story espanhol__DAGx815c46U.mp4,UPLOAD_CANVAS/downloads/NICOLAS/25 - Story (espanhol)__DAGx815c46U.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:f0fb34ea8aa39521f944d472fdf8e122,1EbPZbFtJchPpCVcvGLUhxtptxtA2nSzP,19i5AbX79cxFWTrNvJahiP8FCFbwY91TX,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/26 - Feed ingles__DAGWOb4WsME.png,UPLOAD_CANVAS/downloads/NICOLAS/26 - Feed (ingles)__DAGWOb4WsME.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:c128c12bfaec22b35b8e7829f9a35bd4,1fxqg4kyDjqBQLHZDzqZEcofMtpPWrOwF,1feea_56Q1v0WC9VO6TKLprNf_GE5mFMX,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/26 - IA - Story Espanhol__DAHGfF3dCyw.mp4,UPLOAD_CANVAS/downloads/NICOLAS/26 - IA - Story (Espanhol)__DAHGfF3dCyw.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:0563964d66cd3508231aa412741431d0,1seEteft_EWxWLvOsjKzQxIxxV8RDZ4LE,1MTCvAN-_4pf8_pJrJ0e956-ol4b_jvyD,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/26 - Story ingles__DAGWOWs_bSo.mp4,UPLOAD_CANVAS/downloads/NICOLAS/26 - Story (ingles)__DAGWOWs_bSo.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:76b0e4d222da470d64934701b8935fcc,1jzpDkUpGMCFoU_8TJAk8t3shT65MWlol,1YfmNusnb9DKZpqZhHXCqubuRauJDT5a8,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/27 - Feed ingles__DAGWOqTJy7c.mp4,UPLOAD_CANVAS/downloads/NICOLAS/27 - Feed (ingles)__DAGWOqTJy7c.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
