dedup_key,kept_drive_id,skipped_drive_id,kept_relative_path,skipped_relative_path,reason,kept_score,skipped_score
md5:dee7708c8abbcca5e0cc055acf1a5c59,1GBe_6CruAwFwi-r5cPqEGpMGM-h8xbg7,1cOYkbN7YZyO_CbetQQ6veU19i7ZSoYmZ,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/REVIEW/45 - Feed 1080 x 1080 px__DAG4ggz6gUA.png,UPLOAD_CANVAS/downloads/NICOLAS/45 - Feed (1080 x 1080 px)__DAG4ggz6gUA.png,DUPLICATE_MD5_OR_SAME_KEY,52,44
md5:60dd460312011abe2cd58bdb8ebc9345,1o8Cix-WJBm4yxahBWS_7DVACsJ4WVzPQ,1M1o7bxWJFP8M0Gb_O5V-nhNxYTx-KQda,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/45 - Feed ingles__DAGYMTaV1to.mp4,UPLOAD_CANVAS/downloads/NICOLAS/45 - Feed (ingles)__DAGYMTaV1to.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:3a6e6280c1e30ebb5386c2092b468879,1_TAc-mxCRvcSnUDMytBFpppO-nhxsMED,18AqtPL3bAXID3cfYcjGVx68n72MXD4Lu,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/45 - Story Espanhol__DAGnpsu3Yg8.mp4,UPLOAD_CANVAS/downloads/NICOLAS/45 - Story (Espanhol)__DAGnpsu3Yg8.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:c9bb0fca9c3598d4ec34fcfd6919db8b,1PYnq6Pld8AHDSmP1SoMPip4ydNQdgx1F,15NXJ43MkE9yOa9rhb7nRcSgJ0HeGLZPO,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/45 - Story espanhol__DAGT9jh_9go.mp4,UPLOAD_CANVAS/downloads/NICOLAS/45 - Story (espanhol)__DAGT9jh_9go.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:a6a32ae94b0ba51bfd831d1c27acfa38,1mBx4yyugDw7Lm_IeW-o24nZZH_SiJC2N,18RAMm6IVySaxV9Lka84--YQh5F2cHPpP,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/45 - Story ingles__DAG4gpHWaqE.mp4,UPLOAD_CANVAS/downloads/NICOLAS/45 - Story (ingles)__DAG4gpHWaqE.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:9d37dd0b6f4ac55cec65752c4bc357cf,1GCbDFao3o6_I1FsVrVQZPUxjCgTwaPRY,10H7vYm5aMPOLoxZrCYMPoo3wbD9rtvw5,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/45 - Story ingles__DAG5JtZ9Z2I.mp4,UPLOAD_CANVAS/downloads/NICOLAS/45 - Story (ingles)__DAG5JtZ9Z2I.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:2d2c7b65ff8a86445805bcf73ada9d53,1f5y8UvN8A8Y1c_r0XyaJDlmCFW4S4JvV,1arGLVtUbYdULtSXaXDdXMpYSmoS4GAnk,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/45 - Story ingles__DAGdofFfOII.mp4,UPLOAD_CANVAS/downloads/NICOLAS/45 - Story (ingles)__DAGdofFfOII.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:b72a53605dbd189ca4c3ac41ba7ce509,19cYWx2ibKDT0FRt4_xLQAees9q8-KcHr,1EAf_5qVU4v3PpZaNk-WdvBtKslbxblee,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/45- Story ingles__DAGYMZ6jtK4.mp4,UPLOAD_CANVAS/downloads/NICOLAS/45- Story (ingles)__DAGYMZ6jtK4.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:00df5d60af8d4effa532dfe9707f7449,1zVyGGP5q-aeahZBUGP-gMR1tYzgp205r,1gry-q7tQNCoUb3YAZR28kEhCkL4Tel_M,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/46 - Feed ingles 1080 x 1080 px__DAG4g6vPrxo.png,UPLOAD_CANVAS/downloads/NICOLAS/46 - Feed (ingles) (1080 x 1080 px)__DAG4g6vPrxo.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:31e7fcf86edf0b3f376b124cf8e44fa7,1NA7uOXZF2YYVUWlBiI1H0OLbfgHjXuWE,1K6BpLcBvKyt08EqD_GiYB40aMNprE74e,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/46 - Feed ingles__DAGYMSHS8vY.png,UPLOAD_CANVAS/downloads/NICOLAS/46 - Feed (ingles)__DAGYMSHS8vY.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:2c014fbcfd3cf5b88738a54aead32a33,1HPurHUeav_grLYj6sqa_dpZFEAPeKudp,19AHAe5JzjMUscWBeE9l1uP6dTIzO66fN,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/46 - Story Espanhol__DAGnpwYOUb0.mp4,UPLOAD_CANVAS/downloads/NICOLAS/46 - Story (Espanhol)__DAGnpwYOUb0.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:af74bf40f7c6003005d32c1bfdb93968,1Qw7Nr00SeD11548Jn01HvEhGKSxbCrrJ,1wi5goCQYonwGU4JplqXdg_OE3xFP1B33,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/46 - Story espanhol__DAGT93BEmWY.mp4,UPLOAD_CANVAS/downloads/NICOLAS/46 - Story (espanhol)__DAGT93BEmWY.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:37e8a8d9dbd1b5f2540f2c8c0c8a325a,1LVxWoh9Mt1rs7T27OGZnaMFdeE6EZCU9,1au9-qWhe7Dr7pZj3Q2Dx9Z4TKY86TX2B,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/46 - Story ingles__DAG4TgFTpmo.mp4,UPLOAD_CANVAS/downloads/NICOLAS/46 - Story (ingles)__DAG4TgFTpmo.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:7b01b638bc54bc86e00bb71c0376e33e,1PTQU6d3bvQ5D3t2b9PI83Z-1ShZTY16b,1KksG_rl29ootEC4o9wIBfb2xSxork5Bq,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/46- Story ingles__DAGYMemNPJg.mp4,UPLOAD_CANVAS/downloads/NICOLAS/46- Story (ingles)__DAGYMemNPJg.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:b52c66d707e7bd17afb0b6fe56d59ac8,1ulcxG6WT9AxP-eglwSjgkBwRAKKbonsw,1kdnYiqDogWP2bVPB72yL2Q07GYpfQRJO,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/ES/47 - Story Espanhol__DAGnp2Z6hFs.mp4,UPLOAD_CANVAS/downloads/NICOLAS/47 - Story (Espanhol)__DAGnp2Z6hFs.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:99737ecc27d9b9a863bb534aa211acb2,1vpQ5Vpx-8qp6UXaqUOf3N41eQVvwiwTq,1xO1XJG5WbEltXyKbSdVpTc0FbfXILlF-,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/47- Story ingles__DAGYMR63r9Y.mp4,UPLOAD_CANVAS/downloads/NICOLAS/47- Story (ingles)__DAGYMR63r9Y.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:63eb57a27972d9d6d9834a92372937c6,13KlYmnDQkusXzhJwdoaUvUyWblnAnYCM,11KqEpdy-kvKcLdDYdS8CUwRc5qcDn165,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/48 - Feed ingles__DAGYMaNezoY.png,UPLOAD_CANVAS/downloads/NICOLAS/48 - Feed (ingles)__DAGYMaNezoY.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:f59171d3cb5e956667ecdd74953e314f,1k9kKP-C2k7Dfk_oFbl2TvLM3py7ajC4D,17oM7RHt8yHQPxoq6aLPMtwPGY13yMTvd,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/48- Story ingles__DAGYMeum52I.mp4,UPLOAD_CANVAS/downloads/NICOLAS/48- Story (ingles)__DAGYMeum52I.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:e2c920849e164a2cfa83bffad730cd6e,1cxnqOkaC0R_y_6tJEj27Evfv9mSepn0x,1WfAFX-oc8yiHMHns3_xnBI2FqarlT4du,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/49- Feed ingles__DAGYMSB-kxI.mp4,UPLOAD_CANVAS/downloads/NICOLAS/49- Feed (ingles)__DAGYMSB-kxI.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:4b04f3cf190cc7391574980230c65057,1_Kvxh3LsL12Myr_0QQ1k9qmMHq7NfOT0,1mnO2J1_MdDZmajq7rhTMUlfhORZZ57Jp,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/49- Story ingles__DAGYMb4ipM0.mp4,UPLOAD_CANVAS/downloads/NICOLAS/49- Story (ingles)__DAGYMb4ipM0.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:ddad0593b1dd5190d781abe3249b9856,1Z-JfKQhKUPzoVtQmFOqGdgdSMPhzz1ed,1QzxfDQkS5o3eAj0tTGdosoNjoRGcadEQ,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/57 - Feed Ingles__DAGeMspftEg.png,UPLOAD_CANVAS/downloads/NICOLAS/57 - Feed (Ingles)__DAGeMspftEg.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:6235a3401020653dac34310b6b35c9f0,1-sUgcRzYKJN-30p77Qgo-kqZykgWGe9o,16B8ye_HtJEpGkMIPceXCxHs0Lklb8zhF,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/57 - Feed Ingles__DAGqM7foxhM.png,UPLOAD_CANVAS/downloads/NICOLAS/57 - Feed (Ingles)__DAGqM7foxhM.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:cb1b679ee59e1681e50b4ccdffa89ac8,1esgM209gTPo_5Pa7RBM_xpw_UqGRtRRQ,1kTxB8jyesiKYpFmyQvqkp0F5sRQv0Xif,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/57 - Feed ingles__DAGYkqnAJdQ.mp4,UPLOAD_CANVAS/downloads/NICOLAS/57 - Feed (ingles)__DAGYkqnAJdQ.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:0e5294dd98dd3ced7dc430581d824f21,1qgPjU7WX6VvO_LaVNo0po8vxIUulO2ba,1HCLhJsenwX4wUaAtDeeogdhxwNKOXH06,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/57 - Story ingles__DAGeMqg7JrQ.mp4,UPLOAD_CANVAS/downloads/NICOLAS/57 - Story (ingles)__DAGeMqg7JrQ.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:de5c1d6ba69605c4eb8bfe63a2c69528,1DYc29MUX98i3NGjZxAhr6HIIJEFALxGx,1ueTvZ1Y3K2spseqc9aSlEXtyVXy_LFYU,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/57 - Story ingles__DAGYkmX3ISk.mp4,UPLOAD_CANVAS/downloads/NICOLAS/57 - Story (ingles)__DAGYkmX3ISk.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:82c18927fb6b677dbbca00e7f1b064b2,1nK19vsDD488ZPwGPL4rh3OxhXBT13UOo,1kOA-vtS582OBD5j24q2bYsLoiIInpMWN,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/57- Story Ingles__DAGqMx5rY6Q.mp4,UPLOAD_CANVAS/downloads/NICOLAS/57- Story (Ingles)__DAGqMx5rY6Q.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:f203526959eac785ba4404658da84c7d,1APxg8wNUcP2JrHhHE730o8iI7GKINa3R,1hVVCCzjq8OkO76KbyiphjNJyKBEpNl_y,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/58 - Feed Ingles__DAGqMyCB-Jk.png,UPLOAD_CANVAS/downloads/NICOLAS/58 - Feed (Ingles)__DAGqMyCB-Jk.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:34c804a9aa69f4b03643f0b436b5aa11,19ATo4Od_bqsa6eUAT7CH8JOcIc2K8SQe,1_yFLOGmgz8IUbXSR3uheSgA97ZMlsDUz,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/58 - Story Ingles__DAGqMyannuA.mp4,UPLOAD_CANVAS/downloads/NICOLAS/58 - Story (Ingles)__DAGqMyannuA.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:6859e5e2850bb1150931025b70e329a3,1SRsnJ11fQNbzeAwZOBhu0n3k6up1AFTC,1taGaJCr-WFbI4oRJ4xMwN_9ToMK0TgTE,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/59 - Feed Ingles__DAGqM8B-gQA.png,UPLOAD_CANVAS/downloads/NICOLAS/59 - Feed (Ingles)__DAGqM8B-gQA.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:981a7b7c7e10287aea2d7cc36ba45f84,19v-0lqP6XyVnMzCeRZZzR_PcBS5duRWb,1Acv1erakTWzDqbtRsQusEIWzE1UxsKaH,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/59 - IA - Story Ingles__DAHEa8e8p_c.mp4,UPLOAD_CANVAS/downloads/NICOLAS/59 - IA - Story (Ingles)__DAHEa8e8p_c.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:6ea54dd517f6803a8eeee943eb493d25,1OzkPaFWrTeSaj_pbXHYId276FzdlGCk-,1fiPcRIdrWjL0qnb_4hJrM689Ks8c5_df,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/59 - Story Ingles__DAGqM5B17ds.mp4,UPLOAD_CANVAS/downloads/NICOLAS/59 - Story (Ingles)__DAGqM5B17ds.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:b53c12dbf5429210b2f7cc3896b3ddc9,1Qgpf2qSm54ZiFutIeCLvLD9rJTboQfDI,1C02hXRpeK0qcThudg_2DaE51ICkzH1sp,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/60 - Feed Ingles__DAGqPnTybk0.png,UPLOAD_CANVAS/downloads/NICOLAS/60 - Feed (Ingles)__DAGqPnTybk0.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:74b47ff61a51239d41ce59928bc8da9b,13v7rCzmtI3MtIeQYrI7ADU7OTkgzI8IU,1amuu7vB0LwlvdTrF882QJ3c9B4CoME1d,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/60 - Feed ingles__DAGYnaVyb1s.mp4,UPLOAD_CANVAS/downloads/NICOLAS/60 - Feed (ingles)__DAGYnaVyb1s.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:afdbe19420c87c97ed20ac2e385fc2a1,16AGLECx-6sRE-v9LgrlokCKR9399dV9C,17_vUEAXSiPpww8jxyQHN5nQ9zPxYMO57,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/60 - IA - Story Ingles__DAHEbTrjWx4.mp4,UPLOAD_CANVAS/downloads/NICOLAS/60 - IA - Story (Ingles)__DAHEbTrjWx4.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:ad98d0031d6056b07a4a5954a71f1a2e,14zzlIK5gR46JUyCx4BsPiKRWQlk2I1Zj,1Oefbpw4lDSM_8yJ6Un8eFaJr7bHNsgQk,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/60 - Story Ingles__DAGqPSCnYeA.mp4,UPLOAD_CANVAS/downloads/NICOLAS/60 - Story (Ingles)__DAGqPSCnYeA.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:7bb53c32ae740dee4fc6e04030176f4f,1NW6wQotrUPpB7P8vZ96bADvZ4IAinJrU,1oLb639Up1COq-4WfdsXJjQUKcNWeTYxG,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/60 - Story ingles__DAGYnbzSedQ.mp4,UPLOAD_CANVAS/downloads/NICOLAS/60 - Story (ingles)__DAGYnbzSedQ.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:347c6138402aac9039a054aed041d680,1Hnjbdlu-vWw1s-S_SN5lNLwy-kXKS5KK,1iu1MxpdcX7EgE7iFodONBU-IzvmfpYZU,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/60 - Story ingles__DAGYnWri2hk.mp4,UPLOAD_CANVAS/downloads/NICOLAS/60 - Story (ingles)__DAGYnWri2hk.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:fbde4cf28d37cd6f02d96866085ca49d,1hWESqs63eR6KVVfJOXmu3s5ryf-CNL2L,1VUwACcPsXnc-z9QJS2X3s8kPOaugXD8h,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/60 - Story Ingles__DAGzQrmEfKM.mp4,UPLOAD_CANVAS/downloads/NICOLAS/60 - Story (Ingles)__DAGzQrmEfKM.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:5ffb80c53ffae593a025ecc780ffb886,14xbdny5kzYfAoHKeuGIG9Qu5bZiClRq2,1mHeLeHmOFCcPJotAe3coYnukDslJxrOs,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/61 - Feed Ingles__DAGqPtsfwls.png,UPLOAD_CANVAS/downloads/NICOLAS/61 - Feed (Ingles)__DAGqPtsfwls.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:9f1fa92e6ea7d640cb98fa3710ba28f0,1eEm-p5j1FnKMO8Zv5biiki8f-1iMlRCp,1_SEwXa4pph01nZXY2uQeUDOABkIH3gqH,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/61 - Feed ingles__DAGYn9aN33U.mp4,UPLOAD_CANVAS/downloads/NICOLAS/61 - Feed (ingles)__DAGYn9aN33U.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:d670a85cebd17ecad8a4ae824af5b08c,13ZRN-TNB2MdeGAw64N8zmh4aYqG7wPVo,1RbbnzpRqPbPd5ZvgA65Yug9HepAkSoF3,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/61 - Feed ingles__DAGYnUlT2Ow.png,UPLOAD_CANVAS/downloads/NICOLAS/61 - Feed (ingles)__DAGYnUlT2Ow.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:dfb4b8aa3b5ad37d8d336e78d5b295f9,1QDHo_mjats7TrX3s1f09htoDRVS5hOQY,1lF22bfejFK1YmwUOQYd1Od5_BgFPDiAZ,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/61 - IA - Story Ingles__DAHEbZMDIGQ.mp4,UPLOAD_CANVAS/downloads/NICOLAS/61 - IA - Story (Ingles)__DAHEbZMDIGQ.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:00a7fbf21a70b9fa429bb9047536bdcd,1vmCVsGnWsFOd396FBE45I3oEScUTY2LM,1bRwzaEbCFjWAGcLaD9U2Njl26tvIgHly,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/61 - Story Ingles__DAGqPgtGHDI.mp4,UPLOAD_CANVAS/downloads/NICOLAS/61 - Story (Ingles)__DAGqPgtGHDI.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:e5fcdaf9fe0cc4780c63c228a790f031,1Qp5dVlBj70n_Orla6BWU2Ru6P7-2dLcT,1fYxFDW17693KUI9sWxaJEGEdAakO-ahe,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/61 - Story ingles__DAGYnRR0LiY.mp4,UPLOAD_CANVAS/downloads/NICOLAS/61 - Story (ingles)__DAGYnRR0LiY.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:0b9b4950aaf6c2820ed19979ed429962,1eX3_LAOWs6WEOgzeuVqJQHnu6G0IkINH,10IXDnzxEwZboyyCrHcZ2KSqNvsV6H3HJ,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/61 - Story Ingles__DAGzQl9Yfz8.mp4,UPLOAD_CANVAS/downloads/NICOLAS/61 - Story (Ingles)__DAGzQl9Yfz8.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:314c3e600a4960aec28e810480864dc8,1OPFySSbaRCh1CF0cBUVA_PpZ29X9gRFx,1Ps8tlBVD2W5vybGhBrIFf-_AyhmvxkAW,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/62 - Feed ingles__DAGYnVg0dAk.png,UPLOAD_CANVAS/downloads/NICOLAS/62 - Feed (ingles)__DAGYnVg0dAk.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:b56541c3e79ea427fb0da11bd9e85ffe,1WEJYtrBham-qw-JvtY2RE43cI1MkiZca,1QMWdNXz6Okc5WnDQXrvBjoCxqGcBsUmx,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/62 - Feed ingles__DAGYnxX1V48.mp4,UPLOAD_CANVAS/downloads/NICOLAS/62 - Feed (ingles)__DAGYnxX1V48.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:4a21106601539a450c8294cd9179bd7a,1DtNkMv5hIU41Ro1De01JIPMNNWapqdM-,1oFIb_NwRATnYqkCFklZp26EOfo8P5jbq,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/REVIEW/62 - FEED__DAGYxOOmBHA.mp4,UPLOAD_CANVAS/downloads/NICOLAS/62 - FEED__DAGYxOOmBHA.mp4,DUPLICATE_MD5_OR_SAME_KEY,52,44
md5:64469ec071bf2b29c9fff23b04ab75a5,1s0F5GNz_Nmdy7ojwX9plC24UC5n7WHWC,1vy9nbI81nkv-aQc5WB5p2p00WT6SHWnK,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/62 - Story ingles__DAGYnZFfeso.mp4,UPLOAD_CANVAS/downloads/NICOLAS/62 - Story (ingles)__DAGYnZFfeso.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:75074a2c9ae649ca8d398f19ec268140,1fft8Ke5E_0KchHMplkWeBvMPy3z9BZIy,1zGZDP5_KPf786NEaeND2sMKXFY3CwLbR,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/62 - Story Ingles__DAGzQqXVwl0.mp4,UPLOAD_CANVAS/downloads/NICOLAS/62 - Story (Ingles)__DAGzQqXVwl0.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:7337a97a9e9a961c110fe5a928ce78d3,1B5YQuyoMiDDFgspVCSiuWSwUs3YznfUg,1q1eXVYAqP0jb-bSBRCmL7jzFXKEMH_l8,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/REVIEW/62 - Story__DAGYn_U1ud4.mp4,UPLOAD_CANVAS/downloads/NICOLAS/62 - Story__DAGYn_U1ud4.mp4,DUPLICATE_MD5_OR_SAME_KEY,52,44
md5:e6693dd5c227d87f469a499fc1272b36,1ke4rc3g0GjpysF8sLa_Tu6Amnarap0GF,1tgTb3RoUpTBVun_zoS9z_gguwPsF_Cl2,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/63 - Feed ingles__DAGZG2OCLkw.mp4,UPLOAD_CANVAS/downloads/NICOLAS/63 - Feed (ingles)__DAGZG2OCLkw.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:dc8d9a00a5a318cfccfbe10bd78ef033,14RnPstLg8pI7FaplMwxVCqGQCHG8ICqn,1ECQsw4suGGer23adOqmfx0asq7CKf379,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/REVIEW/63 - FEED__DAGYxcbH5_I.mp4,UPLOAD_CANVAS/downloads/NICOLAS/63 - FEED__DAGYxcbH5_I.mp4,DUPLICATE_MD5_OR_SAME_KEY,52,44
md5:f0c66816b7831e13d4417a4ee85bf96b,1QSW9teMQX53d-dqYL0cYUlhSJK4uHGTP,1qn1AqWbLHdEogxVtm2VIEVOBomP_-YsZ,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/63 - Story ingles__DAGeNMbG0ow.mp4,UPLOAD_CANVAS/downloads/NICOLAS/63 - Story (ingles)__DAGeNMbG0ow.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:09f6381a2a4355839ef455b9807a071f,1D9q_h9IQR6lKAb2f54F5M0epNgRct93B,1Z4fjml02kAij_d5SvwyhxnWUycq1vRaa,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/63 - Story ingles__DAGYwHoV5p0.mp4,UPLOAD_CANVAS/downloads/NICOLAS/63 - Story (ingles)__DAGYwHoV5p0.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:0fd1d55de23778e3eec478a5424a5e41,1qYOmPANoYVMqcPyI-YMm5JesfMMt-vc7,1accW9uZlBNAwo9hmH0oeBTFgtJyNT13y,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/REVIEW/63 - Story VALEU NATALINA__DAGYnwkxtaA.mp4,UPLOAD_CANVAS/downloads/NICOLAS/63 - Story VALEU NATALINA__DAGYnwkxtaA.mp4,DUPLICATE_MD5_OR_SAME_KEY,52,44
md5:e7417be21dcb2690c9aaef23fbb3cdea,19iwBqUU0lfvwHNhQRHpmEanj8ios5-mf,1AIsheQER2Po0-iMZebeqzjv8mxiiqVMu,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/64 - Feed ingles__DAGZHGJNo2E.mp4,UPLOAD_CANVAS/downloads/NICOLAS/64 - Feed (ingles)__DAGZHGJNo2E.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:3ae096e39e8948e86acca6cf63cde712,1CSgQumlYs7FGpLdgY5TElVyLm4lznRkj,13qIR7DZ3kT_ESFXbp-Rau1yg7D7beH18,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/64 - Story ingles__DAGeNNcDCcM.mp4,UPLOAD_CANVAS/downloads/NICOLAS/64 - Story (ingles)__DAGeNNcDCcM.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:da19475f8b65139a0d43951dad41ab1a,1kdkusfe5jeLnURIhPuMT682mSXHHCjRh,1B6abhGpRdmP3zUWDCk8fXMAo5O3VGhsZ,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/64 - Story ingles__DAGZG8NmPv4.mp4,UPLOAD_CANVAS/downloads/NICOLAS/64 - Story (ingles)__DAGZG8NmPv4.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:3d8538e844a959a3037766a98c5a19b4,1TRfSD8EIY-Q9rLKoEaKIu1OI7sK3F1qP,1ylL8c3u0EcLOhddRf_C79FcijCRSgJl1,UPLOAD_CANVAS/organized/NICOLAS/IMG/FEED/EN/65 - Feed ingles__DAGeNL0drIw.png,UPLOAD_CANVAS/downloads/NICOLAS/65 - Feed (ingles)__DAGeNL0drIw.png,DUPLICATE_MD5_OR_SAME_KEY,56,48
md5:d3b7490ff1e87c94af02b36c0cbc5da9,1_zdUj6lLx1AUCe_d46D8d5_wX20dKkZc,1P0PTQNOW2nsHbtzY_zVhMEdC77V1nr_L,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/65 - Feed ingles__DAGZHG8ddGc.mp4,UPLOAD_CANVAS/downloads/NICOLAS/65 - Feed (ingles)__DAGZHG8ddGc.mp4,DUPLICATE_MD5_OR_SAME_KEY,56,48
