drive_id,original_filename,relative_path,source_top_folder,mime_type,extension,format,size_bytes,width,height,aspect_ratio,placement_fit,duration_ms,md5_checksum,created_time,modified_time,vertical_guess,vertical_confidence,vertical_reason,vertical_keyword,status,proposed_action,notes
1EhrfjAaVWo6gmyQQFHiaV6Ms_AkN_hkn,FEED-4 Your Story.mp4,UPLOAD_CANVAS/downloads_EMPREGO/FEED-4 Your Story.mp4,downloads_EMPREGO,video/mp4,mp4,VID,751843,1080,608,16:9,LANDSCAPE,4999,26ac2c4b30a5e1d67de505ee32d8ded3,2026-06-08T14:43:11.499Z,2026-05-27T18:27:16.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1v0j1nosI3bnRbwHoqfhzrnt6iSHslA6Q,FEED-4.png,UPLOAD_CANVAS/downloads_EMPREGO/FEED-4.png,downloads_EMPREGO,image/png,png,IMG,1033707,1080,1080,1:1,FEED,,0675fbea4422830d654ba54093052cf8,2026-06-08T14:43:11.703Z,2026-05-27T18:26:29.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1JLMmrkaqNpiH4-vZZuaUvWx2C0MPZEZX,01 - IA - Story Alemanha__DAHGGuMFyAs.mp4,UPLOAD_CANVAS/downloads_GEORGE/01 - IA - Story Alemanha__DAHGGuMFyAs.mp4,downloads_GEORGE,video/mp4,mp4,VID,9524780,1080,1920,9:16,STORY,15066,c811226ee3dfd4192ce06e0fb9d0191f,2026-06-08T14:45:56.757Z,2026-05-28T02:46:53.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1c6DKo7dex53dxk_3HJr1XiF7DvIpYgaU,01 - IMG - FEED__DAG-42U8ZLY.png,UPLOAD_CANVAS/downloads_GEORGE/01 - IMG - FEED__DAG-42U8ZLY.png,downloads_GEORGE,image/png,png,IMG,372726,1080,1080,1:1,FEED,,c49711f41ff8bb422c961da5885cb1d6,2026-06-08T14:42:38.529Z,2026-05-28T04:16:32.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1QeiL5XrLaKh0DIeA_7sYsxGJ1r8F7HHw,01 - IMG - STORIES__DAG-4yOX1ww.mp4,UPLOAD_CANVAS/downloads_GEORGE/01 - IMG - STORIES__DAG-4yOX1ww.mp4,downloads_GEORGE,video/mp4,mp4,VID,669990,1080,1920,9:16,STORY,8999,9577c3e1899d7724bb486c09a1126749,2026-06-08T14:42:38.655Z,2026-05-28T04:24:05.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1hvZdvw7LATo8GEVvhGLbyiP8yYOVTJZN,01 - Story alemao AUDIO__DAGsxQ_z4Xk.mp4,UPLOAD_CANVAS/downloads_GEORGE/01 - Story alemao AUDIO__DAGsxQ_z4Xk.mp4,downloads_GEORGE,video/mp4,mp4,VID,863495,1080,1920,9:16,STORY,13033,9c4b93a250817861cffedf298d548f22,2026-06-08T14:42:39.304Z,2026-05-29T00:05:18.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1Wol9UsYBZJfSEtN5sKnD1f8A7jjvEYkV,01 - Story ingles__DAGpNUeBR1g.mp4,UPLOAD_CANVAS/downloads_GEORGE/01 - Story ingles__DAGpNUeBR1g.mp4,downloads_GEORGE,video/mp4,mp4,VID,1364202,1080,1920,9:16,STORY,21066,fc752fe98c807f7edba777093ac1d7d6,2026-06-08T14:45:58.353Z,2026-05-29T00:12:13.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1Omo2KI13p2W1egcr2WApqy0-VsZfyURw,02 - IA - Story Alemanha__DAHGG3QusMY.mp4,UPLOAD_CANVAS/downloads_GEORGE/02 - IA - Story Alemanha__DAHGG3QusMY.mp4,downloads_GEORGE,video/mp4,mp4,VID,9959218,1080,1920,9:16,STORY,15066,2d5d7e48e5ea1b5b0b8c0b468f566690,2026-06-08T14:46:00.023Z,2026-05-28T02:45:58.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1CFwUVtuOrqYU_VrM3h_7gSF7hHI4fIgT,02 - Story Alemao AUDIO__DAGsxexnW9U.mp4,UPLOAD_CANVAS/downloads_GEORGE/02 - Story Alemao AUDIO__DAGsxexnW9U.mp4,downloads_GEORGE,video/mp4,mp4,VID,891456,1080,1920,9:16,STORY,13033,4833849cad61d2759e8f373404e57b51,2026-06-08T14:42:38.895Z,2026-05-29T01:37:10.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1R_xLA1w8QarmBYNL2tARnN8rCalgKPlf,02 - Story ingles__DAGpNWxNx3U.mp4,UPLOAD_CANVAS/downloads_GEORGE/02 - Story ingles__DAGpNWxNx3U.mp4,downloads_GEORGE,video/mp4,mp4,VID,714395,1080,1920,9:16,STORY,8999,36497422086fe84c4feec602b80c63d3,2026-06-08T14:42:38.686Z,2026-05-29T00:20:57.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1OZAF7WfPEKnWBkTPHjUXzY5-lOqZ6dM9,03 - IA - Story Alemanha__DAHGG7rzWkw.mp4,UPLOAD_CANVAS/downloads_GEORGE/03 - IA - Story Alemanha__DAHGG7rzWkw.mp4,downloads_GEORGE,video/mp4,mp4,VID,6793185,1080,1920,9:16,STORY,15066,0605a753c3129aba6bbcf220412ebc5a,2026-06-08T14:46:01.805Z,2026-05-28T03:29:49.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
13RawObyTcTW4FRlE2cZFESbnu62MMD15,03 - Story Alemao AUDIO__DAGsxdV15lk.mp4,UPLOAD_CANVAS/downloads_GEORGE/03 - Story Alemao AUDIO__DAGsxdV15lk.mp4,downloads_GEORGE,video/mp4,mp4,VID,963802,1080,1920,9:16,STORY,13066,a0398fa2acdf1318e450acb426628d32,2026-06-08T14:42:38.814Z,2026-05-29T00:02:17.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1ym0UsmzjbC8SAdzfCKdomcPsI4oNZbpn,03 - Story ingles__DAGpNf7E9iw.mp4,UPLOAD_CANVAS/downloads_GEORGE/03 - Story ingles__DAGpNf7E9iw.mp4,downloads_GEORGE,video/mp4,mp4,VID,601595,1080,1920,9:16,STORY,8999,b8ee676fbfc660c97840cc886d1686ed,2026-06-08T14:42:38.802Z,2026-05-29T00:13:56.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1GPKeZocTyBVdsFiGt72MSXLtwV5LFJXi,05 - Story Alemao__DAGxfAap0UM.mp4,UPLOAD_CANVAS/downloads_GEORGE/05 - Story Alemao__DAGxfAap0UM.mp4,downloads_GEORGE,video/mp4,mp4,VID,950947,1080,1920,9:16,STORY,14066,5c21f0373d8e97be0e144b02e18cff55,2026-06-08T14:42:39.279Z,2026-05-28T23:15:01.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1BXAiiRbVZm0zrS7sSH4NhM_FkYfzv44N,05 - Story alemao__DAGxfGOgfGU.mp4,UPLOAD_CANVAS/downloads_GEORGE/05 - Story alemao__DAGxfGOgfGU.mp4,downloads_GEORGE,video/mp4,mp4,VID,847270,1080,1920,9:16,STORY,14066,2c54bffb33d01bd22b19408c16d8f692,2026-06-08T14:42:39.288Z,2026-05-28T23:16:47.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1HEj4yRCdaystKkwG5gYYByhZQqGOw9lj,05 - Story Alemao__DAGxfJqWX4I.mp4,UPLOAD_CANVAS/downloads_GEORGE/05 - Story Alemao__DAGxfJqWX4I.mp4,downloads_GEORGE,video/mp4,mp4,VID,977588,1080,1920,9:16,STORY,14033,28062c9852aee2aee02ec46d102bea50,2026-06-08T14:42:40.893Z,2026-05-28T23:09:58.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1Rp49QblRnkXvYQpynRamBqWsnQdxqNQ3,06 - Feed Alemao__DAGxfV0gKOM.mp4,UPLOAD_CANVAS/downloads_GEORGE/06 - Feed Alemao__DAGxfV0gKOM.mp4,downloads_GEORGE,video/mp4,mp4,VID,848770,1080,1080,1:1,FEED,14033,84d04927fb09ad711c2d84a70e77fb9e,2026-06-08T14:42:40.888Z,2026-05-28T23:13:20.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1Q6rXXgA22AH73aZXAOZq9IgtV4UqR5Sp,06 - feed alemao__DAGxfYtsqy4.mp4,UPLOAD_CANVAS/downloads_GEORGE/06 - feed alemao__DAGxfYtsqy4.mp4,downloads_GEORGE,video/mp4,mp4,VID,904446,1080,1080,1:1,FEED,14033,be610f14a555df7bf9766d64d553b841,2026-06-08T14:42:40.937Z,2026-05-28T23:11:39.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1dobW2rFyKd5jIGUx0Ps-rRMHRhC5RoFv,08 - IA - Story Espanhol__DAHEbhhvKiQ.mp4,UPLOAD_CANVAS/downloads_GEORGE/08 - IA - Story Espanhol__DAHEbhhvKiQ.mp4,downloads_GEORGE,video/mp4,mp4,VID,228797,1080,1920,9:16,STORY,15066,f82b5b7ab08f6ab546fe6509238544af,2026-06-08T14:42:40.408Z,2026-05-28T21:10:41.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1I6SiZ895DsSggg8KxvjRf1ponKJDkBqQ,09 - IA - Story Espanhol__DAHEcIDdKWQ.mp4,UPLOAD_CANVAS/downloads_GEORGE/09 - IA - Story Espanhol__DAHEcIDdKWQ.mp4,downloads_GEORGE,video/mp4,mp4,VID,11492214,1080,1920,9:16,STORY,15066,0b484a0009cc44b31201d582f83f54c1,2026-06-08T14:46:03.288Z,2026-05-28T02:31:22.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
12KjJlk_9YBM1gakQVF5xI3ufp2HGiZ4A,10 - IA - Story Espanhol__DAHEcC4wOD8.mp4,UPLOAD_CANVAS/downloads_GEORGE/10 - IA - Story Espanhol__DAHEcC4wOD8.mp4,downloads_GEORGE,video/mp4,mp4,VID,231682,1080,1920,9:16,STORY,15066,7fc842b4c24f9600b65b172b25966726,2026-06-08T14:42:40.525Z,2026-05-28T03:34:09.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1ZK2Gqp8yj5GSqxBH2Y9YA3styCIyNPlY,10 - Story ESPANHOL__DAGwSiqza3E.mp4,UPLOAD_CANVAS/downloads_GEORGE/10 - Story ESPANHOL__DAGwSiqza3E.mp4,downloads_GEORGE,video/mp4,mp4,VID,700767,1080,1920,9:16,STORY,9999,413459fbdf77165a1a8e3d14e23c1894,2026-06-08T14:42:40.914Z,2026-05-28T23:53:37.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1617QpA7DBS-cl91Vent58crrdMnUcFYR,11 - Story ESPANHOL__DAGwShHlA3U.mp4,UPLOAD_CANVAS/downloads_GEORGE/11 - Story ESPANHOL__DAGwShHlA3U.mp4,downloads_GEORGE,video/mp4,mp4,VID,592054,1080,1920,9:16,STORY,10033,0a51e4d0028ea9722a340f048bf8a110,2026-06-08T14:42:42.301Z,2026-05-28T23:52:00.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1Vb1LLneNu1mkh8YriqvYwbGSd6UycBnY,12 - IA - Story GB ingles__DAHGCuvnUk0.mp4,UPLOAD_CANVAS/downloads_GEORGE/12 - IA - Story GB ingles__DAHGCuvnUk0.mp4,downloads_GEORGE,video/mp4,mp4,VID,9347115,1080,1920,9:16,STORY,15066,b7794f6bb0b57182a56cab5a834b1d93,2026-06-08T14:46:15.249Z,2026-05-28T02:44:46.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1OmhYuNKPEQt2QTJ3Y7lkDub8n0FCoJpG,12 - Story ESPANHOL__DAGwSl8rv-8.mp4,UPLOAD_CANVAS/downloads_GEORGE/12 - Story ESPANHOL__DAGwSl8rv-8.mp4,downloads_GEORGE,video/mp4,mp4,VID,695915,1080,1920,9:16,STORY,10699,dda3f816e8a360711a5c6e66c57fe6bd,2026-06-08T14:42:42.298Z,2026-05-28T23:50:23.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1wPVXa3NmhUAETibrDZJofNw9ryw2ZOo-,13 - IA - Story GB ingles__DAHGC5ahHks.mp4,UPLOAD_CANVAS/downloads_GEORGE/13 - IA - Story GB ingles__DAHGC5ahHks.mp4,downloads_GEORGE,video/mp4,mp4,VID,8557233,1080,1920,9:16,STORY,15066,93e9b5b8d6bf15bb3a65d393e69090bd,2026-06-08T14:46:16.804Z,2026-05-28T02:43:36.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1Z9vxdLICOH61LaMskSMmmeJsg0Mw--2o,14 - IA - Story Espanhol__DAHEi-Nvnc0.mp4,UPLOAD_CANVAS/downloads_GEORGE/14 - IA - Story Espanhol__DAHEi-Nvnc0.mp4,downloads_GEORGE,video/mp4,mp4,VID,8906854,1080,1920,9:16,STORY,15066,bf23148597609afb44739451c8d2ab8d,2026-06-08T14:46:20.457Z,2026-05-28T02:32:14.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
13yY_KgI7fXXzF_2Tx7bNI9foq5eP9jMU,14 - IA - Story GB ingles__DAHGC9hLIVY.mp4,UPLOAD_CANVAS/downloads_GEORGE/14 - IA - Story GB ingles__DAHGC9hLIVY.mp4,downloads_GEORGE,video/mp4,mp4,VID,7436303,1080,1920,9:16,STORY,15066,1440b5718f3a3bdd739210172e7951b0,2026-06-08T14:46:21.910Z,2026-05-28T02:42:39.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1KxI7CSUgnqI-IlEoILA23yS66klU3VKi,14 - IA - Story Ingles__DAHBCxfb2Lc.mp4,UPLOAD_CANVAS/downloads_GEORGE/14 - IA - Story Ingles__DAHBCxfb2Lc.mp4,downloads_GEORGE,video/mp4,mp4,VID,11586258,1080,1920,9:16,STORY,14999,aeda050313cf6a4b07bf3d9c0b9490d5,2026-06-08T14:46:23.612Z,2026-05-28T03:54:58.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1m_KvnGu9M8_2NRy8NrSE4abNUkyqVynU,15 - Feed Espanhol__DAGxK84OnvM.png,UPLOAD_CANVAS/downloads_GEORGE/15 - Feed Espanhol__DAGxK84OnvM.png,downloads_GEORGE,image/png,png,IMG,368387,1080,1080,1:1,FEED,,9ad5c7475193fabbaebda9925b572bb9,2026-06-08T14:42:42.297Z,2026-05-28T23:45:52.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1D9LunaG_zpQxmxz8zRNpZWKf7iWPk9fH,15 - Feed Espanhol__DAGxLKx2xAk.png,UPLOAD_CANVAS/downloads_GEORGE/15 - Feed Espanhol__DAGxLKx2xAk.png,downloads_GEORGE,image/png,png,IMG,381913,1080,1080,1:1,FEED,,5c6115bcc11d433bd96cdeb2df9fad32,2026-06-08T14:42:42.362Z,2026-05-28T23:44:29.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1F_E3jK5VfvpDiRg1DEtmn6ysay65MiDe,15 - Feed Espanhol__DAGxLP5YBbA.png,UPLOAD_CANVAS/downloads_GEORGE/15 - Feed Espanhol__DAGxLP5YBbA.png,downloads_GEORGE,image/png,png,IMG,324390,1080,1080,1:1,FEED,,25d2ae5d102e3d739cc473848b0236a4,2026-06-08T14:42:42.261Z,2026-05-29T02:31:20.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1gOh2vqT4vPzw2Ri2vM7kGGMQtqmTSDFs,15 - IA - Story Espanhol__DAHEi-9yRh4.mp4,UPLOAD_CANVAS/downloads_GEORGE/15 - IA - Story Espanhol__DAHEi-9yRh4.mp4,downloads_GEORGE,video/mp4,mp4,VID,12642109,1080,1920,9:16,STORY,15066,8196fa3225b7370f1fca440103fbb2cd,2026-06-08T14:46:25.230Z,2026-05-28T02:30:18.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1AJm_VntHCtgoePFIHj3-Sp3eNGsQMkVx,15 - IA - Story Ingles__DAHBIGbvtPM.mp4,UPLOAD_CANVAS/downloads_GEORGE/15 - IA - Story Ingles__DAHBIGbvtPM.mp4,downloads_GEORGE,video/mp4,mp4,VID,12363708,1080,1920,9:16,STORY,14999,dbbef925510f5ca1460c0f4f2c7a91a9,2026-06-08T14:46:27.637Z,2026-05-29T01:07:35.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
16WT6A6eleTNNF71pG5QV_81ObbHPs0lJ,15 - Story Espanhol__DAGxK67I1NY.mp4,UPLOAD_CANVAS/downloads_GEORGE/15 - Story Espanhol__DAGxK67I1NY.mp4,downloads_GEORGE,video/mp4,mp4,VID,1373191,1080,1920,9:16,STORY,9999,729ee5d8b6ec97f8c53c794bdea58b7f,2026-06-08T14:46:28.907Z,2026-05-29T01:29:06.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1B4ITLmXma-lSzaRsgcmdR6p0PpKQ-QSP,15 - Story Espanhol__DAGxLdsAVyo.mp4,UPLOAD_CANVAS/downloads_GEORGE/15 - Story Espanhol__DAGxLdsAVyo.mp4,downloads_GEORGE,video/mp4,mp4,VID,1341836,1080,1920,9:16,STORY,9999,1d223016ef6e2ec77c1d97071cd73cf9,2026-06-08T14:46:30.292Z,2026-05-28T23:40:13.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1rsM79a0Ok3HzAHTDpTes6Il_EoMow3f1,15 - Story Espanhol__DAGxLJU7tBM.mp4,UPLOAD_CANVAS/downloads_GEORGE/15 - Story Espanhol__DAGxLJU7tBM.mp4,downloads_GEORGE,video/mp4,mp4,VID,1450986,1080,1920,9:16,STORY,10033,69aac02b20d00fd8b3d1c96a19fdbf1a,2026-06-08T14:46:31.682Z,2026-05-28T23:38:29.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1FN1uTSxJkdcHoXPZLSUF2V-7Vn_etEYa,16 - IA - Story Espanhol__DAHGYykK_mA.mp4,UPLOAD_CANVAS/downloads_GEORGE/16 - IA - Story Espanhol__DAHGYykK_mA.mp4,downloads_GEORGE,video/mp4,mp4,VID,8936343,1080,1920,9:16,STORY,15066,fdc0556bb5c49c082adbdc2ded0b26fb,2026-06-08T14:46:33.523Z,2026-05-28T02:38:46.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1E9mG3wcfN9aPSeASv1r-mu1CYbNrf-zF,16 - IA - Story GB ingles__DAHGFY50WCI.mp4,UPLOAD_CANVAS/downloads_GEORGE/16 - IA - Story GB ingles__DAHGFY50WCI.mp4,downloads_GEORGE,video/mp4,mp4,VID,8362832,1080,1920,9:16,STORY,15066,bed19b214fc6f49015f3dcee30903600,2026-06-08T14:46:35.622Z,2026-05-28T02:35:54.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1GbH2Xe2iMqanj-kzU73tos2nJ97eWRpj,16 - IA - Story Ingles__DAHBICg4Qvo.mp4,UPLOAD_CANVAS/downloads_GEORGE/16 - IA - Story Ingles__DAHBICg4Qvo.mp4,downloads_GEORGE,video/mp4,mp4,VID,9099130,1080,1920,9:16,STORY,14799,283f34ead02bfdd0fb89fee881c0fcc9,2026-06-08T14:46:41.274Z,2026-05-28T03:53:32.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1SDDy868YMRyQfT5dTCn1coocujQnXoT1,17 - IA - Story Espanhol__DAHGYyl3dWY.mp4,UPLOAD_CANVAS/downloads_GEORGE/17 - IA - Story Espanhol__DAHGYyl3dWY.mp4,downloads_GEORGE,video/mp4,mp4,VID,7103955,1080,1920,9:16,STORY,15066,39f45189860ba253b1ba937dd8d01280,2026-06-08T14:46:43.118Z,2026-05-28T02:37:52.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1PFohHRc6uxkcsiniTc4Y0gZbuGSM_k26,17 - IA - Story GB ingles__DAHGFgwdgbs.mp4,UPLOAD_CANVAS/downloads_GEORGE/17 - IA - Story GB ingles__DAHGFgwdgbs.mp4,downloads_GEORGE,video/mp4,mp4,VID,11247728,1080,1920,9:16,STORY,15066,a206bcbaff30d3b5af42f0b630b972e1,2026-06-08T14:46:45.407Z,2026-05-28T02:35:01.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1GpaxSlkhcwJuAJCPt5Oda8OMq0kjlsGb,18 - Feed Espanhol__DAGwuqjEPRs.mp4,UPLOAD_CANVAS/downloads_GEORGE/18 - Feed Espanhol__DAGwuqjEPRs.mp4,downloads_GEORGE,video/mp4,mp4,VID,1380041,1080,1080,1:1,FEED,12033,825a71e97f3904b05901b4cf42c1a7b0,2026-06-08T14:46:48.849Z,2026-05-28T04:07:49.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1KH4o7OofqFekGfJ_5eQ10FzKIkikbSL2,18 - IA - Story Espanhol__DAHGYw8ow6U.mp4,UPLOAD_CANVAS/downloads_GEORGE/18 - IA - Story Espanhol__DAHGYw8ow6U.mp4,downloads_GEORGE,video/mp4,mp4,VID,8752145,1080,1920,9:16,STORY,15066,b869bf0ba28b723586dd0c99c0deb526,2026-06-08T14:46:51.094Z,2026-05-28T02:36:59.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1i_Z1DpUEJwYvH2CNXtWI3Rag2mIldQj_,18 - Story Espanhol__DAGwnpyAsdk.mp4,UPLOAD_CANVAS/downloads_GEORGE/18 - Story Espanhol__DAGwnpyAsdk.mp4,downloads_GEORGE,video/mp4,mp4,VID,1916570,1080,1920,9:16,STORY,12033,46f8cf0bad54fe40017fe7b50b517e72,2026-06-08T14:46:52.947Z,2026-05-28T23:33:13.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1zUJZxzOcgAdF3j3DqXNgZ8_DpxNEqW4a,18 - Story ingles__DAHCMud9RN8.mp4,UPLOAD_CANVAS/downloads_GEORGE/18 - Story ingles__DAHCMud9RN8.mp4,downloads_GEORGE,video/mp4,mp4,VID,8301910,1080,1920,9:16,STORY,13499,ed2a23bbfc15087e6e03174e37e77f70,2026-06-08T14:46:54.937Z,2026-05-28T03:08:02.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1h9PpxiW0_A0d9XBX-cJybCPTQxtrN8PV,19 - Feed Espanhol__DAGwut1ulUQ.mp4,UPLOAD_CANVAS/downloads_GEORGE/19 - Feed Espanhol__DAGwut1ulUQ.mp4,downloads_GEORGE,video/mp4,mp4,VID,1027167,1080,1080,1:1,FEED,12033,dba8e93dec5da47cddb29c79b29c34ee,2026-06-08T14:42:42.432Z,2026-05-28T21:15:36.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1QZid1qMrVy3eIgWaNhNwY-E8tyqmKOFo,19 - Story Espanhol__DAGwniWKu8I.mp4,UPLOAD_CANVAS/downloads_GEORGE/19 - Story Espanhol__DAGwniWKu8I.mp4,downloads_GEORGE,video/mp4,mp4,VID,1571444,1080,1920,9:16,STORY,12033,3d9c497125ef17efee752e8efc2f1414,2026-06-08T14:46:59.123Z,2026-05-28T23:34:57.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1Vr7V53QG5CTM-RGCfP2aQtkdFKi6bInB,20 - Feed Alemao__DAGT9Bv6dF8.png,UPLOAD_CANVAS/downloads_GEORGE/20 - Feed Alemao__DAGT9Bv6dF8.png,downloads_GEORGE,image/png,png,IMG,260310,1080,1080,1:1,FEED,,e02ee44ba5a9690a65aecdde9fa60937,2026-06-08T14:42:42.200Z,2026-05-29T01:02:24.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
15ibsgx8SB3yXs-bDZjY6u-1B04nx-jpV,20 - Feed Espanhol__DAGwupyTrWw.mp4,UPLOAD_CANVAS/downloads_GEORGE/20 - Feed Espanhol__DAGwupyTrWw.mp4,downloads_GEORGE,video/mp4,mp4,VID,1313783,1080,1080,1:1,FEED,12033,2cb09bb723c01e5d171aa945484d6493,2026-06-08T14:47:00.833Z,2026-05-28T04:05:45.000Z,UNKNOWN,low,insufficient evidence,,RAW_IN_UPLOAD_CANVAS,INVENTORY_ONLY_NO_DRIVE_CHANGE,
