queue_id,dedup_key,duplicate_count,source_drive_id,source_relative_path,source_top_folder,original_filename,destination_folder,destination_filename,vertical_proposed,operation_proposed,format,placement_fit,language_guess,proposal_confidence,proposal_reason,width,height,duration_ms,size_bytes,md5_checksum,queue_action,raw_policy,metadata_status,drive_write_status
80fa63d893c2986c,md5:b1908429fa7156c054a1ab764b438e57,2,1OygpjxfevQGWo3ZaV6yMTpTrdFhNfjjf,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/69 - Story ingles__DAGZJGICBGc.mp4,organized,69 - Story ingles__DAGZJGICBGc.mp4,MGS-CRIATIVOS/CC_REVIEW/VID/STORY/EN/00_REVIEW,69 - Story ingles__DAGZJGICBGc.mp4,CC_REVIEW,CC_REVIEW,VID,STORY,EN,low,mixed folder; no decisive row keyword,1080,1920,13999,2736324,b1908429fa7156c054a1ab764b438e57,CLEAN_METADATA_THEN_COPY_KEEP_RAW,KEEP_UPLOAD_CANVAS_UNCHANGED,PENDING_CLEAN,NOT_EXECUTED
02795cc8fe6a5146,md5:0caaf24fcb6493744cd28816bc3e6430,2,1DHgkz-1LyDBpNnt3V4LtSF7g2Cm0Iucj,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/70 - Feed ingles__DAGeNEtb24g.mp4,organized,70 - Feed ingles__DAGeNEtb24g.mp4,MGS-CRIATIVOS/CC_REVIEW/VID/FEED/EN/00_REVIEW,70 - Feed ingles__DAGeNEtb24g.mp4,CC_REVIEW,CC_REVIEW,VID,FEED,EN,low,mixed folder; no decisive row keyword,1080,1080,17599,1061506,0caaf24fcb6493744cd28816bc3e6430,CLEAN_METADATA_THEN_COPY_KEEP_RAW,KEEP_UPLOAD_CANVAS_UNCHANGED,PENDING_CLEAN,NOT_EXECUTED
05a0bdd455488f17,md5:2276008ce56b6e8b7c431c8fbc887f78,2,1dRV3-9Vz_Lj4dTp5i1lFTTcUpsvcjLVJ,UPLOAD_CANVAS/organized/NICOLAS/VID/FEED/EN/70 - Feed ingles__DAGZJITdgvg.mp4,organized,70 - Feed ingles__DAGZJITdgvg.mp4,MGS-CRIATIVOS/CC_REVIEW/VID/FEED/EN/00_REVIEW,70 - Feed ingles__DAGZJITdgvg.mp4,CC_REVIEW,CC_REVIEW,VID,FEED,EN,low,mixed folder; no decisive row keyword,1080,1080,13499,1701292,2276008ce56b6e8b7c431c8fbc887f78,CLEAN_METADATA_THEN_COPY_KEEP_RAW,KEEP_UPLOAD_CANVAS_UNCHANGED,PENDING_CLEAN,NOT_EXECUTED
c61668cf7ae8cb07,md5:23edc9c038a4dfb6866e31f3afc17557,2,1sg7Tub-_VciM_pmbndsS4u1wkzE2KcKP,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/70 - Story Ingles__DAG1zlEQN4k.mp4,organized,70 - Story Ingles__DAG1zlEQN4k.mp4,MGS-CRIATIVOS/CC_REVIEW/VID/STORY/EN/00_REVIEW,70 - Story Ingles__DAG1zlEQN4k.mp4,CC_REVIEW,CC_REVIEW,VID,STORY,EN,low,mixed folder; no decisive row keyword,1080,1920,10999,1475487,23edc9c038a4dfb6866e31f3afc17557,CLEAN_METADATA_THEN_COPY_KEEP_RAW,KEEP_UPLOAD_CANVAS_UNCHANGED,PENDING_CLEAN,NOT_EXECUTED
54cf27321726cabc,md5:f06868370dfffd3a1ff06efc62aac95e,2,1RHXorJ9kQgjB7CeMUvDfun755KAv-GhX,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/70 - Story ingles__DAGZJN_uiNw.mp4,organized,70 - Story ingles__DAGZJN_uiNw.mp4,MGS-CRIATIVOS/CC_REVIEW/VID/STORY/EN/00_REVIEW,70 - Story ingles__DAGZJN_uiNw.mp4,CC_REVIEW,CC_REVIEW,VID,STORY,EN,low,mixed folder; no decisive row keyword,1080,1920,13499,2753203,f06868370dfffd3a1ff06efc62aac95e,CLEAN_METADATA_THEN_COPY_KEEP_RAW,KEEP_UPLOAD_CANVAS_UNCHANGED,PENDING_CLEAN,NOT_EXECUTED
932a1d5084cf3ce2,md5:1915479525240b3acd27d7acaa642d56,2,1Nq_wvyXAur7vh8c148qTobPZyN20kEId,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/71 - IA - Story Ingles__DAHEghJjj94.mp4,organized,71 - IA - Story Ingles__DAHEghJjj94.mp4,MGS-CRIATIVOS/CC_REVIEW/VID/STORY/EN/00_REVIEW,71 - IA - Story Ingles__DAHEghJjj94.mp4,CC_REVIEW,CC_REVIEW,VID,STORY,EN,low,mixed folder; no decisive row keyword,1080,1920,15066,9292421,1915479525240b3acd27d7acaa642d56,CLEAN_METADATA_THEN_COPY_KEEP_RAW,KEEP_UPLOAD_CANVAS_UNCHANGED,PENDING_CLEAN,NOT_EXECUTED
9032a5b74bf304ae,md5:8d14d1d285da73524a91e5ac4073c3cb,2,1vTCeESPMvn35_VH4A90-tcFHIXhB6E99,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/72 - IA - Story Ingles__DAHEgv_dh1w.mp4,organized,72 - IA - Story Ingles__DAHEgv_dh1w.mp4,MGS-CRIATIVOS/CC_REVIEW/VID/STORY/EN/00_REVIEW,72 - IA - Story Ingles__DAHEgv_dh1w.mp4,CC_REVIEW,CC_REVIEW,VID,STORY,EN,low,mixed folder; no decisive row keyword,1080,1920,15066,10092300,8d14d1d285da73524a91e5ac4073c3cb,CLEAN_METADATA_THEN_COPY_KEEP_RAW,KEEP_UPLOAD_CANVAS_UNCHANGED,PENDING_CLEAN,NOT_EXECUTED
b2c790039bbd63da,md5:7c7d0e95c355e0ecdde460fd3431bb23,2,1PuavaM1XGZnpCIznkvViQ1NCgrfdUCnR,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/72 - Story Ingles__DAG1zqifMT4.mp4,organized,72 - Story Ingles__DAG1zqifMT4.mp4,MGS-CRIATIVOS/CC_REVIEW/VID/STORY/EN/00_REVIEW,72 - Story Ingles__DAG1zqifMT4.mp4,CC_REVIEW,CC_REVIEW,VID,STORY,EN,low,mixed folder; no decisive row keyword,1080,1920,10999,990997,7c7d0e95c355e0ecdde460fd3431bb23,CLEAN_METADATA_THEN_COPY_KEEP_RAW,KEEP_UPLOAD_CANVAS_UNCHANGED,PENDING_CLEAN,NOT_EXECUTED
d9ac18e11102055d,md5:6acdaa77426109bb124aca4c49c6b6e3,2,1SmRVoTl6eeUhoVHibNHMEcE3Ab39eYZs,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/72 - Story Ingles__DAGeScMdRJ8.mp4,organized,72 - Story Ingles__DAGeScMdRJ8.mp4,MGS-CRIATIVOS/CC_REVIEW/VID/STORY/EN/00_REVIEW,72 - Story Ingles__DAGeScMdRJ8.mp4,CC_REVIEW,CC_REVIEW,VID,STORY,EN,low,mixed folder; no decisive row keyword,1080,1920,10999,1177731,6acdaa77426109bb124aca4c49c6b6e3,CLEAN_METADATA_THEN_COPY_KEEP_RAW,KEEP_UPLOAD_CANVAS_UNCHANGED,PENDING_CLEAN,NOT_EXECUTED
f7b433ee2675f0cc,md5:d7ea3d08be3569016e0859c051d7e24e,2,10z2XXW6liabJ5WJNNJvRZAZX_U-uw7M5,UPLOAD_CANVAS/organized/NICOLAS/VID/STORIES/EN/73 - IA - Story Ingles__DAHEgqqQrs4.mp4,organized,73 - IA - Story Ingles__DAHEgqqQrs4.mp4,MGS-CRIATIVOS/CC_REVIEW/VID/STORY/EN/00_REVIEW,73 - IA - Story Ingles__DAHEgqqQrs4.mp4,CC_REVIEW,CC_REVIEW,VID,STORY,EN,low,mixed folder; no decisive row keyword,1080,1920,15066,9692444,d7ea3d08be3569016e0859c051d7e24e,CLEAN_METADATA_THEN_COPY_KEEP_RAW,KEEP_UPLOAD_CANVAS_UNCHANGED,PENDING_CLEAN,NOT_EXECUTED
