idx,drive_id_sha256_12,old_name_expected,old_name_actual_before,new_name,parent_count,status,verified_name_after,error,auth_mode
21,3c3bb4c7d156,43 - Feed ingles__DAGdoMoQt10.mp4,43 - Feed ingles__DAGdoMoQt10.mp4,CC_US_EN_VID_APROBACION_NH_02.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_02.mp4,,oauth_user
22,6aa647e93633,44 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 8 meses.mp4,44 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 8 meses.mp4,CC_US_EN_VID_APROBACION_NH_03.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_03.mp4,,oauth_user
23,90b35ddc1a15,44 - Feed ingles__DAGdoMiR5eo.mp4,44 - Feed ingles__DAGdoMiR5eo.mp4,CC_US_EN_VID_APROBACION_NH_04.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_04.mp4,,oauth_user
24,eb350325b54e,45 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,45 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,CC_US_EN_VID_APROBACION_NH_05.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_05.mp4,,oauth_user
25,03904617f618,45 - Feed ingles__DAGYMTaV1to.mp4,45 - Feed ingles__DAGYMTaV1to.mp4,CC_US_EN_VID_APROBACION_NH_06.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_06.mp4,,oauth_user
29,7cfd5c08abf9,49- Feed ingles__DAGYMSB-kxI.mp4,49- Feed ingles__DAGYMSB-kxI.mp4,CC_US_EN_VID_LIMITE_ALTO_NH_02.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_NH_02.mp4,,oauth_user
30,0d4ed3f558a0,50 - Feed Espanhol__DAGx7C-Vj90.mp4,50 - Feed Espanhol__DAGx7C-Vj90.mp4,CC_US_ES_VID_APROBACION_NH_09.mp4,1,RENAMED,CC_US_ES_VID_APROBACION_NH_09.mp4,,oauth_user
31,91275f0ec587,50 - Feed Espanhol__DAGx7DtQ1Xs.mp4,50 - Feed Espanhol__DAGx7DtQ1Xs.mp4,CC_US_ES_VID_APROBACION_NH_10.mp4,1,RENAMED,CC_US_ES_VID_APROBACION_NH_10.mp4,,oauth_user
32,ed9b37f86536,50 - Feed Espanhol__DAGx7JRzaeM.mp4,50 - Feed Espanhol__DAGx7JRzaeM.mp4,CC_US_ES_VID_APROBACION_NH_11.mp4,1,RENAMED,CC_US_ES_VID_APROBACION_NH_11.mp4,,oauth_user
33,ef678b350da5,50 - Feed Espanhol__DAGzQ4h_mOQ.mp4,50 - Feed Espanhol__DAGzQ4h_mOQ.mp4,CC_US_ES_VID_APROBACION_NH_12.mp4,1,RENAMED,CC_US_ES_VID_APROBACION_NH_12.mp4,,oauth_user
34,df8af13be03f,50 - Feed Espanhol__DAGzQ8PP_zk.mp4,50 - Feed Espanhol__DAGzQ8PP_zk.mp4,CC_US_ES_VID_APROBACION_NH_13.mp4,1,RENAMED,CC_US_ES_VID_APROBACION_NH_13.mp4,,oauth_user
35,6de4641b108e,50 - Feed Espanhol__DAGzQyiZu3c.mp4,50 - Feed Espanhol__DAGzQyiZu3c.mp4,CC_US_ES_VID_APROBACION_NH_14.mp4,1,RENAMED,CC_US_ES_VID_APROBACION_NH_14.mp4,,oauth_user
36,48aa8ee1df2b,57 - Feed ingles__DAGYkqnAJdQ.mp4,57 - Feed ingles__DAGYkqnAJdQ.mp4,CC_US_EN_VID_APROBACION_PH_01.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_PH_01.mp4,,oauth_user
38,c4819b057c27,59 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,59 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,CC_US_EN_VID_LIMITE_ALTO_NH_03.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_NH_03.mp4,,oauth_user
39,e44f3aaa8999,59 - Feed ingles__DAGYkpb8Ckc.mp4,59 - Feed ingles__DAGYkpb8Ckc.mp4,CC_US_EN_VID_LIMITE_ALTO_PH_01.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_PH_01.mp4,,oauth_user
40,c7dd002ab3e5,59 - Feed ingles__DAGeM9yjyj8.mp4,59 - Feed ingles__DAGeM9yjyj8.mp4,CC_US_EN_VID_LIMITE_ALTO_NH_04.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_NH_04.mp4,,oauth_user
41,0c7307b17262,60 - Feed ingles__DAGYnaVyb1s.mp4,60 - Feed ingles__DAGYnaVyb1s.mp4,CC_US_EN_VID_APROBACION_NH_07.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_07.mp4,,oauth_user
42,009440a38b23,61 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,61 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,CC_US_EN_VID_LIMITE_ALTO_NH_05.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_NH_05.mp4,,oauth_user
43,e8d871794698,61 - Feed ingles__DAGYn9aN33U.mp4,61 - Feed ingles__DAGYn9aN33U.mp4,CC_US_EN_VID_LIMITE_ALTO_NH_06.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_NH_06.mp4,,oauth_user
44,6a7ba95accc3,61 - Feed ingles__DAGeNEHpIzk.mp4,61 - Feed ingles__DAGeNEHpIzk.mp4,CC_US_EN_VID_LIMITE_ALTO_NH_07.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_NH_07.mp4,,oauth_user
45,375fdf65abeb,62 - FEED__DAGYxOOmBHA.mp4,62 - FEED__DAGYxOOmBHA.mp4,CC_US_EN_VID_APROBACION_NH_08.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_08.mp4,,oauth_user
46,14d49f2167ba,62 - Feed ingles__DAGYnxX1V48.mp4,62 - Feed ingles__DAGYnxX1V48.mp4,CC_US_EN_VID_APROBACION_NH_09.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_09.mp4,,oauth_user
47,19921aa72f45,63 - FEED__DAGYxcbH5_I.mp4,63 - FEED__DAGYxcbH5_I.mp4,CC_US_EN_VID_LIMITE_ALTO_NH_08.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_NH_08.mp4,,oauth_user
48,8680051ca417,63 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,63 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,CC_US_EN_VID_LIMITE_ALTO_NH_09.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_NH_09.mp4,,oauth_user
49,e213960564b0,63 - Feed ingles__DAGYn5LmPUM.mp4,63 - Feed ingles__DAGYn5LmPUM.mp4,CC_US_EN_VID_LIMITE_ALTO_NH_10.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_NH_10.mp4,,oauth_user
50,cbba9e26a779,63 - Feed ingles__DAGZG2OCLkw.mp4,63 - Feed ingles__DAGZG2OCLkw.mp4,CC_US_EN_VID_APROBACION_NH_10.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_10.mp4,,oauth_user
51,d2fa8d7c6018,64 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,64 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,CC_US_EN_VID_APROBACION_NH_11.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_11.mp4,,oauth_user
52,ef029749b53b,64 - Feed ingles__DAGZHGJNo2E.mp4,64 - Feed ingles__DAGZHGJNo2E.mp4,CC_US_EN_VID_APROBACION_NH_12.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_12.mp4,,oauth_user
53,7cc372c7d9e5,65 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,65 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,CC_US_EN_VID_APROBACION_NH_13.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_13.mp4,,oauth_user
54,0f9df64674d6,65 - Feed ingles__DAGZHG8ddGc.mp4,65 - Feed ingles__DAGZHG8ddGc.mp4,CC_US_EN_VID_APROBACION_NH_14.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_14.mp4,,oauth_user
55,d41b7eabdc55,65 - Feed ingles__DAGZISJEk_E.mp4,65 - Feed ingles__DAGZISJEk_E.mp4,CC_US_EN_VID_LIMITE_ALTO_NH_11.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_NH_11.mp4,,oauth_user
56,3c4f04e9d878,66 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,66 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,CC_US_EN_VID_APROBACION_NH_15.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_15.mp4,,oauth_user
57,7c152decccbd,66 - Feed ingles__DAGZIVnQVGQ.mp4,66 - Feed ingles__DAGZIVnQVGQ.mp4,CC_US_EN_VID_APROBACION_NH_16.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_16.mp4,,oauth_user
58,dcc347160a9b,67 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,67 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,CC_US_EN_VID_LIMITE_ALTO_NH_12.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_NH_12.mp4,,oauth_user
59,03e401d0e10c,67 - Feed ingles__DAGZIcg6wXY.mp4,67 - Feed ingles__DAGZIcg6wXY.mp4,CC_US_EN_VID_LIMITE_ALTO_NH_13.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_NH_13.mp4,,oauth_user
60,f2a803c1ac88,68 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,68 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,CC_US_EN_VID_APROBACION_NH_17.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_17.mp4,,oauth_user
61,8a75a750151b,68 - Feed ingles__DAGZJJPn4O8.mp4,68 - Feed ingles__DAGZJJPn4O8.mp4,CC_US_EN_VID_APROBACION_NH_18.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_18.mp4,,oauth_user
62,22249430b062,69 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,69 - Feed (ingles) +2 RM GP 1080 px × 1080 px há 1 ano.mp4,CC_US_EN_VID_APROBACION_NH_19.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_19.mp4,,oauth_user
63,f28012331a00,69 - Feed ingles__DAGZJA4c4Fo.mp4,69 - Feed ingles__DAGZJA4c4Fo.mp4,CC_US_EN_VID_APROBACION_NH_20.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_20.mp4,,oauth_user
64,237849f02e58,70 - Feed ingles__DAGZJITdgvg.mp4,70 - Feed ingles__DAGZJITdgvg.mp4,CC_US_EN_VID_APROBACION_NH_21.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_21.mp4,,oauth_user
65,b48682aa6b2d,70 - Feed ingles__DAGeNEtb24g.mp4,70 - Feed ingles__DAGeNEtb24g.mp4,CC_US_EN_VID_APROBACION_NH_22.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_22.mp4,,oauth_user
66,e6051f889d79,80 - Feed (Ingles) +2 RM GP 1080 px × 1080 px há 6 meses.mp4,80 - Feed (Ingles) +2 RM GP 1080 px × 1080 px há 6 meses.mp4,CC_US_EN_VID_APROBACION_NH_23.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_23.mp4,,oauth_user
67,067a8b873246,80 - Feed Ingles__DAG5JwoGOq8.mp4,80 - Feed Ingles__DAG5JwoGOq8.mp4,CC_US_EN_VID_APROBACION_NH_24.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NH_24.mp4,,oauth_user
68,df6e30215485,84- Feed ingles__DAGhXkDluJQ.mp4,84- Feed ingles__DAGhXkDluJQ.mp4,CC_US_EN_VID_LIMITE_ALTO_PH_02.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_PH_02.mp4,,oauth_user
70,09dc5fef3a55,alemao-03-FEED.mp4,alemao-03-FEED.mp4,CC_DE_DE_VID_LIMITE_ALTO_NH_04.mp4,1,RENAMED,CC_DE_DE_VID_LIMITE_ALTO_NH_04.mp4,,oauth_user
71,fb933d473e30,novo-03-feed.mp4,novo-03-feed.mp4,CC_US_ES_VID_APROBACION_NH_15.mp4,1,RENAMED,CC_US_ES_VID_APROBACION_NH_15.mp4,,oauth_user
72,c3120c72eaae,novo-07-feed.mp4,novo-07-feed.mp4,CC_US_ES_VID_LIMITE_ALTO_NH_03.mp4,1,RENAMED,CC_US_ES_VID_LIMITE_ALTO_NH_03.mp4,,oauth_user
74,36b99b164af6,01 - IA - Story (Espanhol)__DAHCL0P7SPA.mp4,01 - IA - Story (Espanhol)__DAHCL0P7SPA.mp4,CC_US_ES_VID_LIMITE_ALTO_PV_01.mp4,1,RENAMED,CC_US_ES_VID_LIMITE_ALTO_PV_01.mp4,,oauth_user
76,8f31e044bd46,01 - IA - Story ARGENTINA__DAHGUPIFs8g.mp4,01 - IA - Story ARGENTINA__DAHGUPIFs8g.mp4,CC_DE_DE_VID_APROBACION_PV_01.mp4,1,RENAMED,CC_DE_DE_VID_APROBACION_PV_01.mp4,,oauth_user
77,b39e94aff0ba,01 - IA - Story Alemanha__DAHGGuMFyAs.mp4,01 - IA - Story Alemanha__DAHGGuMFyAs.mp4,CC_DE_DE_VID_LIMITE_ALTO_PV_01.mp4,1,RENAMED,CC_DE_DE_VID_LIMITE_ALTO_PV_01.mp4,,oauth_user
79,08d6a91027bd,01 - IA - Story Mexico.mp4,01 - IA - Story Mexico.mp4,CC_MX_DE_VID_APROBACION_PV_01.mp4,1,RENAMED,CC_MX_DE_VID_APROBACION_PV_01.mp4,,oauth_user
80,9454146947dc,01 - IMG - STORIES__DAG-4yOX1ww.mp4,01 - IMG - STORIES__DAG-4yOX1ww.mp4,CC_US_ES_VID_LIMITE_ALTO_NV_01.mp4,1,RENAMED,CC_US_ES_VID_LIMITE_ALTO_NV_01.mp4,,oauth_user
82,fa8ba287ea4a,01 - Story espanhol__DAGyfA9POAU.mp4,01 - Story espanhol__DAGyfA9POAU.mp4,CC_US_ES_VID_APROBACION_NV_01.mp4,1,RENAMED,CC_US_ES_VID_APROBACION_NV_01.mp4,,oauth_user
83,a3b67ba3a292,01 - Story ingles__DAGpNUeBR1g.mp4,01 - Story ingles__DAGpNUeBR1g.mp4,CC_US_EN_VID_LIMITE_ALTO_PV_01.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_PV_01.mp4,,oauth_user
84,881f2324952b,01 INGLES STRY.mp4,01 INGLES STRY.mp4,CC_US_EN_VID_LIMITE_ALTO_NV_01.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_NV_01.mp4,,oauth_user
87,d716381470da,02 - IA - Story (Espanhol)__DAHCMPpJ3NA.mp4,02 - IA - Story (Espanhol)__DAHCMPpJ3NA.mp4,CC_US_ES_VID_LIMITE_ALTO_PV_02.mp4,1,RENAMED,CC_US_ES_VID_LIMITE_ALTO_PV_02.mp4,,oauth_user
88,1800c598bb7f,02 - IA - Story (Ingles)__DAHALdMnkGo.mp4,02 - IA - Story (Ingles)__DAHALdMnkGo.mp4,CC_US_EN_VID_APROBACION_PV_01.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_PV_01.mp4,,oauth_user
90,1921e4e87132,02 - IA - Story ARGENTINA__DAHGUA7cP74.mp4,02 - IA - Story ARGENTINA__DAHGUA7cP74.mp4,CC_DE_DE_VID_APROBACION_PV_02.mp4,1,RENAMED,CC_DE_DE_VID_APROBACION_PV_02.mp4,,oauth_user
91,c71f075edee8,02 - IA - Story Alemanha__DAHGG3QusMY.mp4,02 - IA - Story Alemanha__DAHGG3QusMY.mp4,CC_DE_DE_VID_LIMITE_ALTO_PV_02.mp4,1,RENAMED,CC_DE_DE_VID_LIMITE_ALTO_PV_02.mp4,,oauth_user
93,82467f50b868,02 - IA - Story Mexico.mp4,02 - IA - Story Mexico.mp4,CC_MX_DE_VID_APROBACION_PV_02.mp4,1,RENAMED,CC_MX_DE_VID_APROBACION_PV_02.mp4,,oauth_user
95,05b5edbe1690,02 - Story ingles__DAGpNWxNx3U.mp4,02 - Story ingles__DAGpNWxNx3U.mp4,CC_US_EN_VID_LIMITE_ALTO_PV_02.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_PV_02.mp4,,oauth_user
96,5d6bb68a938e,02 INGLES STRY.mp4,02 INGLES STRY.mp4,CC_US_EN_VID_LIMITE_ALTO_NV_02.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_NV_02.mp4,,oauth_user
97,c1763981f141,02 Trabalho - Story (ingles)__DAGfG-tOoGM.mp4,02 Trabalho - Story (ingles)__DAGfG-tOoGM.mp4,CC_US_EN_VID_LIMITE_ALTO_PV_03.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_PV_03.mp4,,oauth_user
98,1cc347cc9446,03 - IA - Story (Espanhol)__DAHCMOe1siw.mp4,03 - IA - Story (Espanhol)__DAHCMOe1siw.mp4,CC_US_ES_VID_LIMITE_ALTO_PV_03.mp4,1,RENAMED,CC_US_ES_VID_LIMITE_ALTO_PV_03.mp4,,oauth_user
99,0aa126a0eaf9,03 - IA - Story (Ingles)__DAHALms-lPo.mp4,03 - IA - Story (Ingles)__DAHALms-lPo.mp4,CC_US_EN_VID_APROBACION_PV_02.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_PV_02.mp4,,oauth_user
100,139041c4333d,03 - IA - Story AFRICA SUL__DAHGT8TIc3E.mp4,03 - IA - Story AFRICA SUL__DAHGT8TIc3E.mp4,CC_US_EN_VID_APROBACION_PV_03.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_PV_03.mp4,,oauth_user
101,13d2813d6ffb,03 - IA - Story ARGENTINA__DAHGUFgoECE.mp4,03 - IA - Story ARGENTINA__DAHGUFgoECE.mp4,CC_DE_DE_VID_APROBACION_PV_03.mp4,1,RENAMED,CC_DE_DE_VID_APROBACION_PV_03.mp4,,oauth_user
104,dd1befa04b33,03 - IA - Story Mexico.mp4,03 - IA - Story Mexico.mp4,CC_MX_DE_VID_APROBACION_PV_03.mp4,1,RENAMED,CC_MX_DE_VID_APROBACION_PV_03.mp4,,oauth_user
105,d954c3827136,03 - Story ( Ingles )__DAGS_O11pSw.mp4,03 - Story ( Ingles )__DAGS_O11pSw.mp4,CC_US_EN_VID_APROBACION_PV_04.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_PV_04.mp4,,oauth_user
106,3933ff6af375,03 - Story ( Ingles )__DAGplgyqsJ8.mp4,03 - Story ( Ingles )__DAGplgyqsJ8.mp4,CC_US_EN_VID_APROBACION_PV_05.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_PV_05.mp4,,oauth_user
107,4e8b442e7bf5,03 - Story (espanhol)__editor.mp4,03 - Story (espanhol)__editor.mp4,CC_US_ES_VID_APROBACION_NV_02.mp4,1,RENAMED,CC_US_ES_VID_APROBACION_NV_02.mp4,,oauth_user
109,9916c0d0980a,03 - Story espanhol__DAHI_yCOW3w.mp4,03 - Story espanhol__DAHI_yCOW3w.mp4,CC_US_ES_VID_APROBACION_NV_03.mp4,1,RENAMED,CC_US_ES_VID_APROBACION_NV_03.mp4,,oauth_user
110,ec96ff687155,03 - Story ingles__DAGpNf7E9iw.mp4,03 - Story ingles__DAGpNf7E9iw.mp4,CC_US_EN_VID_LIMITE_ALTO_NV_03.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_NV_03.mp4,,oauth_user
111,b831e57a9be2,03 INGLES STRY.mp4,03 INGLES STRY.mp4,CC_US_EN_VID_LIMITE_ALTO_NV_04.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_NV_04.mp4,,oauth_user
112,20a1471f45b7,03 Trabalho - Story (ingles)__DAGfG2laXXo.mp4,03 Trabalho - Story (ingles)__DAGfG2laXXo.mp4,CC_US_EN_VID_LIMITE_ALTO_PV_04.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_PV_04.mp4,,oauth_user
113,626c8c7a61d0,04 - IA - Story (Ingles)__DAHALg9h6wc.mp4,04 - IA - Story (Ingles)__DAHALg9h6wc.mp4,CC_US_EN_VID_APROBACION_PV_06.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_PV_06.mp4,,oauth_user
116,1aa74058aa54,04 - Story Ingles__DAGS_V1OqhU.mp4,04 - Story Ingles__DAGS_V1OqhU.mp4,CC_US_EN_VID_LIMITE_ALTO_PV_05.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_PV_05.mp4,,oauth_user
117,d76ae605a062,04 Trabalho - Story (ingles)__DAGfGp3XLJ4.mp4,04 Trabalho - Story (ingles)__DAGfGp3XLJ4.mp4,CC_US_EN_VID_LIMITE_ALTO_PV_06.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_PV_06.mp4,,oauth_user
118,3393ea6dd429,05 - IA - Story (Espanhol) +2 RM GP Story há 2 meses.mp4,05 - IA - Story (Espanhol) +2 RM GP Story há 2 meses.mp4,CC_US_ES_VID_LIMITE_ALTO_PV_04.mp4,1,RENAMED,CC_US_ES_VID_LIMITE_ALTO_PV_04.mp4,,oauth_user
119,ac86efa68066,05 - IA - Story (Espanhol)__DAHEbdUgwNg.mp4,05 - IA - Story (Espanhol)__DAHEbdUgwNg.mp4,CC_US_ES_VID_LIMITE_ALTO_PV_05.mp4,1,RENAMED,CC_US_ES_VID_LIMITE_ALTO_PV_05.mp4,,oauth_user
123,ffdfea3e5df6,05 - Story ( Ingles )__DAGS_eVsaQs.mp4,05 - Story ( Ingles )__DAGS_eVsaQs.mp4,CC_US_EN_VID_APROBACION_PV_07.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_PV_07.mp4,,oauth_user
127,a271f8ba1f75,05 - Story espanhol__DAHJAPUkMUM.mp4,05 - Story espanhol__DAHJAPUkMUM.mp4,CC_US_ES_VID_APROBACION_NV_04.mp4,1,RENAMED,CC_US_ES_VID_APROBACION_NV_04.mp4,,oauth_user
128,696e2fd9a9b1,05 Trabalho - Story (ingles)__DAGfGn6dccE.mp4,05 Trabalho - Story (ingles)__DAGfGn6dccE.mp4,CC_US_EN_VID_LIMITE_ALTO_NV_05.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_NV_05.mp4,,oauth_user
129,cc4fbf343692,06 - IA - Story (Espanhol) +2 RM GP Story há 2 meses.mp4,06 - IA - Story (Espanhol) +2 RM GP Story há 2 meses.mp4,CC_US_ES_VID_LIMITE_ALTO_PV_06.mp4,1,RENAMED,CC_US_ES_VID_LIMITE_ALTO_PV_06.mp4,,oauth_user
130,d408c1cb3bea,06 - IA - Story (Espanhol)__DAHEbYPiZJE.mp4,06 - IA - Story (Espanhol)__DAHEbYPiZJE.mp4,CC_US_ES_VID_LIMITE_ALTO_PV_07.mp4,1,RENAMED,CC_US_ES_VID_LIMITE_ALTO_PV_07.mp4,,oauth_user
132,1a228116aa48,06 - IA - Story Mexico__DAHGCSSTnt0.mp4,06 - IA - Story Mexico__DAHGCSSTnt0.mp4,CC_US_EN_VID_APROBACION_PV_08.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_PV_08.mp4,,oauth_user
134,6fa75ab58761,07 - IA - Story (Espanhol) +2 RM GP Story há 2 meses.mp4,07 - IA - Story (Espanhol) +2 RM GP Story há 2 meses.mp4,CC_US_ES_VID_LIMITE_ALTO_PV_08.mp4,1,RENAMED,CC_US_ES_VID_LIMITE_ALTO_PV_08.mp4,,oauth_user
135,8b2af8831a7c,07 - IA - Story (Espanhol)__DAHEbjHh7uw.mp4,07 - IA - Story (Espanhol)__DAHEbjHh7uw.mp4,CC_US_ES_VID_LIMITE_ALTO_PV_09.mp4,1,RENAMED,CC_US_ES_VID_LIMITE_ALTO_PV_09.mp4,,oauth_user
136,5318729c4c5f,07 - IA - Story (Mexico) +2 RM GP Story há 2 meses.mp4,07 - IA - Story (Mexico) +2 RM GP Story há 2 meses.mp4,CC_MX_DE_VID_APROBACION_PV_04.mp4,1,RENAMED,CC_MX_DE_VID_APROBACION_PV_04.mp4,,oauth_user
137,13d0e097835e,07 - IA - Story GB ingles.mp4,07 - IA - Story GB ingles.mp4,CC_US_EN_VID_APROBACION_PV_09.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_PV_09.mp4,,oauth_user
138,616d9cea0ede,07 - IA - Story Mexico__DAHFL3JDZDU.mp4,07 - IA - Story Mexico__DAHFL3JDZDU.mp4,CC_DE_DE_VID_APROBACION_PV_04.mp4,1,RENAMED,CC_DE_DE_VID_APROBACION_PV_04.mp4,,oauth_user
139,18256d636935,07 Story.mp4,07 Story.mp4,CC_US_ES_VID_LIMITE_ALTO_NV_02.mp4,1,RENAMED,CC_US_ES_VID_LIMITE_ALTO_NV_02.mp4,,oauth_user
140,cc9ab3c4ff91,08 - IA - Story (Mexico) +2 RM GP Story há 2 meses.mp4,08 - IA - Story (Mexico) +2 RM GP Story há 2 meses.mp4,CC_MX_DE_VID_APROBACION_PV_05.mp4,1,RENAMED,CC_MX_DE_VID_APROBACION_PV_05.mp4,,oauth_user
142,b918ced2fc44,08 - IA - Story GB ingles.mp4,08 - IA - Story GB ingles.mp4,CC_US_EN_VID_APROBACION_PV_10.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_PV_10.mp4,,oauth_user
143,d67eeaffc64f,08 - IA - Story Mexico__DAHFbag_RLc.mp4,08 - IA - Story Mexico__DAHFbag_RLc.mp4,CC_DE_DE_VID_APROBACION_PV_05.mp4,1,RENAMED,CC_DE_DE_VID_APROBACION_PV_05.mp4,,oauth_user
144,d465e8b0b561,08 - Story (ingles)__DAGVqE3wEs4.mp4,08 - Story (ingles)__DAGVqE3wEs4.mp4,CC_US_EN_VID_APROBACION_NV_01.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NV_01.mp4,,oauth_user
145,bf9b8f8dca62,09 - IA - Story (Ingles)__DAHAY1PIhSg.mp4,09 - IA - Story (Ingles)__DAHAY1PIhSg.mp4,CC_US_EN_VID_APROBACION_PV_11.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_PV_11.mp4,,oauth_user
148,f2c4a44ef829,09 - IA - Story GB ingles.mp4,09 - IA - Story GB ingles.mp4,CC_US_EN_VID_LIMITE_ALTO_PV_07.mp4,1,RENAMED,CC_US_EN_VID_LIMITE_ALTO_PV_07.mp4,,oauth_user
152,ad3786b8b761,09 - Story (ingles)__DAGVqR__buM.mp4,09 - Story (ingles)__DAGVqR__buM.mp4,CC_US_EN_VID_APROBACION_NV_02.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_NV_02.mp4,,oauth_user
153,a4ea212060a3,1-stories.mp4,1-stories.mp4,CC_US_ES_VID_APROBACION_NV_05.mp4,1,RENAMED,CC_US_ES_VID_APROBACION_NV_05.mp4,,oauth_user
154,ae63a8afa566,10 - IA - Story (Ingles)__DAHBCL9grTQ.mp4,10 - IA - Story (Ingles)__DAHBCL9grTQ.mp4,CC_US_EN_VID_APROBACION_PV_12.mp4,1,RENAMED,CC_US_EN_VID_APROBACION_PV_12.mp4,,oauth_user
