drive_id,original_filename,relative_path,source_top_folder,mime_type,extension,format,size_bytes,width,height,aspect_ratio,placement_fit,duration_ms,md5_checksum,created_time,modified_time,vertical_guess,vertical_confidence,vertical_reason,vertical_keyword,language_guess,language_confidence,language_reason,status,proposed_action,notes
1yeRLKA3pWkkqL65NvEKxVfWQ_UsKm5Is,1_84 - Story Financiamento (Brasil).mp4,CRIATIVOS/UPLOAD MANUAL/1_84 - Story Financiamento (Brasil).mp4,ROOT,video/mp4,mp4,VID,10563770,1080,1920,9:16,STORY,15066,18e4f1064bd21d8b3d2da2b5cd6fc74f,2026-07-15T15:24:59.723Z,2026-07-15T15:22:17.000Z,UNKNOWN,low,insufficient evidence,,UNKNOWN,low,insufficient evidence,RAW_IN_UPLOAD_MANUAL,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1X5c0IRNY7Etffbfrlqt5ZUMFrzjfyNAV,2_83 - Story Financiamento (Brasil).mp4,CRIATIVOS/UPLOAD MANUAL/2_83 - Story Financiamento (Brasil).mp4,ROOT,video/mp4,mp4,VID,7869665,1080,1920,9:16,STORY,15066,18b2ef08bc4b2fcbf040ea70176ac937,2026-07-15T15:25:20.070Z,2026-07-15T15:22:17.000Z,UNKNOWN,low,insufficient evidence,,UNKNOWN,low,insufficient evidence,RAW_IN_UPLOAD_MANUAL,INVENTORY_ONLY_NO_DRIVE_CHANGE,
1RG8uDdjGfDRtKy1A2mCQ0Q_SzDRvw7n2,3_85 - Story Financiamento (Brasil).mp4,CRIATIVOS/UPLOAD MANUAL/3_85 - Story Financiamento (Brasil).mp4,ROOT,video/mp4,mp4,VID,10075847,1080,1920,9:16,STORY,15066,f6dd288b036371de8bd79c67070df70c,2026-07-15T15:25:50.120Z,2026-07-15T15:22:17.000Z,UNKNOWN,low,insufficient evidence,,UNKNOWN,low,insufficient evidence,RAW_IN_UPLOAD_MANUAL,INVENTORY_ONLY_NO_DRIVE_CHANGE,
